FILENAME,Filename French,Filename English v.2.1,Excluded in the article,Name,Nb inputs,Fq DKO,Fq DKN,Fq TOT,% DKO,% DKN,% TOT,Nb Names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 1-resp,Nb category,Modal category,Fq modal category,% Category Agreement,Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
scissors01,ciseaux01,scissors01,,,39,0,0,0,0%,0%,0%,39,scissors,39,100%,100%,1,0.00,,38,Stationary&schoolsupplies,25,66%,1.57,,39,4.54,0.76,,39,2.51,0.97,,32,4.03,1.26,,32,3.72,1.49,,31,4.23,1.20
scotchtape,ruban_adhesif04,scotchtape,,,39,0,2,0,0%,5%,0%,37,scotch tape,16,41%,43%,6,1.79,,38,Stationary&schoolsupplies,30,79%,1.27,,38,4.53,0.76,,37,2.14,1.13,,32,3.38,1.52,,32,3.56,1.29,,31,2.45,1.55
screw02,vis02,screw02,,,39,0,2,2,0%,5%,5%,35,screw,35,90%,100%,2,0.00,,39,Handlabourtools&accessories,28,72%,1.22,,39,3.79,1.30,,39,2.51,1.23,,33,4.03,1.24,,31,3.45,1.59,,30,2.53,1.57
screwdriver04b,tournevis04b,screwdriver04b,,,39,0,2,0,0%,5%,0%,37,screwdriver,35,90%,95%,2,0.30,,39,Handlabourtools&accessories,36,92%,0.46,,39,4.13,1.00,,39,2.33,1.03,,33,4.55,0.62,,32,4.31,1.03,,32,3.53,1.65
scrubbingbrush05b,brosse05b,scrubbingbrush05b,,,39,2,4,0,5%,10%,0%,33,brush,21,54%,64%,6,1.66,,36,Householdarticles&cleaners,22,61%,1.83,,37,3.81,1.29,,38,2.71,1.31,,33,3.76,1.32,,33,3.09,1.49,,33,2.45,1.35
seashell01,coquillage,seashell01,,,39,0,1,0,0%,3%,0%,38,seashell,19,49%,50%,6,1.81,,38,Natural&elements,23,61%,1.58,,39,4.00,1.19,,39,3.33,1.44,,33,3.64,1.37,,33,3.48,1.28,,33,2.39,1.48
setsquare,equerre,setsquare,yes,,38,4,5,4,11%,13%,11%,25,ruler,6,16%,24%,15,3.59,,33,Handlabourtools&accessories,19,58%,1.86,,34,2.91,1.62,,34,2.15,1.21,,,,,,,,,,,,
sewingmachine01a,machine_a_coudre01a,sewingmachine01a,,,39,0,1,0,0%,3%,0%,38,sewing machine,36,92%,95%,3,0.35,,37,Electronic devices&accessories,11,30%,2.54,,38,3.89,1.35,,37,3.65,1.36,,33,4.58,0.61,,33,4.27,1.10,,33,2.64,1.56
shavingcream,creme,shavingcream,yes,,39,2,2,0,5%,5%,0%,35,ice cream,12,31%,34%,9,2.70,,36,Food,26,72%,1.29,,36,3.67,1.35,,37,2.14,1.08,,33,2.27,1.51,,33,2.82,1.57,,33,2.70,1.65
shirt01,gilet_de_laine,shirt01,,,39,0,0,0,0%,0%,0%,39,shirt,17,44%,44%,7,2.13,,38,Clothing,36,95%,0.35,,39,4.33,0.87,,39,2.44,1.14,,33,2.97,1.42,,33,3.27,1.53,,33,3.12,1.34
shirt02,chemise,shirt02,,,39,0,0,0,0%,0%,0%,39,shirt,37,95%,95%,3,0.34,,39,Clothing,38,97%,0.17,,39,4.67,0.62,,39,2.51,1.05,,33,3.45,1.44,,33,3.58,1.37,,33,3.45,1.48
shoehorn,calle_pied,shoehorn,yes,,39,10,7,1,26%,18%,3%,21,shoe horn,10,26%,48%,10,2.62,,26,Kitchen&utensils,13,50%,2.14,,34,3.21,1.67,,37,1.78,1.06,,32,3.34,1.43,,33,3.18,1.40,,33,2.91,1.51
shoelace,lacet,shoelace,,,39,0,2,2,0%,5%,5%,35,shoelace,30,77%,86%,3,0.73,,39,Clothing,31,79%,1.05,,38,4.26,1.06,,38,1.87,1.09,,33,4.15,0.97,,33,3.85,1.20,,33,3.12,1.65
shorts01,bermuda,shorts01,,,39,0,0,0,0%,0%,0%,39,shorts,29,74%,74%,8,1.47,,39,Clothing,37,95%,0.29,,39,4.38,1.11,,39,2.59,1.45,,33,3.48,1.30,,33,3.15,1.33,,33,2.76,1.39
sieve01b,tamis01b,strainer01b,,,38,0,8,4,0%,21%,11%,26,strainer,18,47%,69%,6,1.58,,37,Kitchen&utensils,34,92%,0.53,,37,4.24,0.98,,38,2.26,0.98,,31,3.94,1.21,,31,3.45,1.15,,31,2.19,1.33
sippycup,verre_a_bec,sippycup,yes,,39,0,8,0,0%,21%,0%,31,baby bottle,9,23%,29%,11,2.88,,39,Kitchen&utensils,26,67%,1.33,,39,3.56,1.33,,39,2.46,1.33,,28,3.82,1.09,,30,3.87,1.17,,30,2.33,1.54
slide02,diapositive02,slide02,,,39,1,2,1,3%,5%,3%,35,slide,15,38%,43%,11,2.57,,37,Decoration&gift accessories,12,32%,2.49,,37,3.62,1.42,,37,2.65,1.38,,31,2.81,1.76,,30,2.60,1.73,,30,1.97,1.38
slidetray,caroussel_a_diapositives,slidetray,yes,,39,9,8,0,23%,21%,0%,22,slide tray,4,10%,18%,15,3.70,,31,Electronic devices&accessories,14,45%,2.30,,35,3.06,1.57,,36,3.22,1.40,,27,3.19,1.71,,28,3.21,1.73,,28,1.57,1.03
slipper01b,pantoufle01b,slipper01b,,,38,0,0,0,0%,0%,0%,38,slipper,31,82%,82%,3,0.80,,39,Clothing,37,95%,0.34,,39,4.15,1.20,,39,2.13,1.08,,32,3.31,1.38,,32,3.47,1.48,,32,2.25,1.14
sneaker03b,soulier_de_sport03b,runningshoe03b,,,39,0,0,0,0%,0%,0%,39,shoe,14,36%,36%,5,2.10,,38,Clothing,28,74%,0.95,,39,4.44,0.85,,38,2.50,1.31,,33,3.97,0.88,,33,3.21,1.43,,33,3.06,1.30
snowbrush,balai_a_neige,snowbrush,yes,,37,2,4,2,5%,11%,5%,29,brush,7,19%,24%,12,3.18,,35,others,13,37%,2.05,,35,4.03,1.18,,35,2.37,1.24,,,,,,,,,,,,
snowpea01,pois_mange-tout01,snowpea01,,,38,0,0,1,0%,0%,3%,37,snow peas,13,34%,35%,11,2.74,,39,Food,33,85%,0.62,,38,4.29,0.96,,39,2.41,1.09,,31,3.87,1.45,,32,3.78,1.48,,33,1.52,1.23
soap03a,savon03a,soap03a,,,39,0,1,0,0%,3%,0%,38,soap,30,77%,79%,3,0.86,,38,Skincare&bathroom items,31,82%,0.94,,38,4.47,0.98,,38,1.53,0.95,,33,3.97,1.07,,33,3.85,1.28,,33,3.39,1.56
soapdispenser01,pompe_a_savon01,soapdispenser01,,,39,0,1,0,0%,3%,0%,38,soap dispenser,13,33%,34%,18,3.50,,39,Skincare&bathroom items,33,85%,0.81,,39,4.18,0.97,,39,2.79,1.40,,33,3.70,1.29,,32,3.69,1.15,,32,3.13,1.39
sock01a,bas01a,sock01a,,,39,0,0,0,0%,0%,0%,39,sock,34,87%,87%,5,0.80,,39,Clothing,37,95%,0.34,,39,4.49,0.76,,39,2.03,0.99,,33,2.85,1.39,,33,2.36,1.29,,33,3.39,1.54
softcheese,fromage_pate_molle,brie,,,39,0,0,0,0%,0%,0%,39,cheese,28,72%,72%,7,1.44,,38,Food,38,100%,0.00,,39,4.44,0.75,,39,2.67,1.36,,33,4.03,1.16,,33,3.85,1.39,,31,1.45,0.89
soil,terre,soil,yes,,39,6,2,0,15%,5%,0%,31,dirt,12,31%,39%,16,3.31,,35,Natural&elements,13,37%,2.42,,34,3.47,1.40,,35,2.46,1.38,,33,3.24,1.48,,33,3.70,1.47,,32,1.97,1.31
solderingiron,fer_a_souder,solderingiron,yes,,39,11,12,1,28%,31%,3%,15,soldering iron,9,23%,60%,7,2.00,,22,Handlabourtools&accessories,17,77%,2.34,,29,2.86,1.60,,29,3.07,1.33,,28,2.93,1.70,,29,3.24,1.53,,29,1.86,1.33
solderingwire,bobine_d_etain,solderingwire,yes,,39,2,6,1,5%,15%,3%,30,wire,8,21%,27%,18,3.75,,36,Handlabourtools&accessories,20,56%,1.75,,38,3.45,1.52,,37,2.41,1.34,,33,3.48,1.46,,33,4.12,1.19,,33,1.61,1.09
spatula03,spatule_a_cuisson03,spatula03,,,39,0,7,4,0%,18%,10%,28,spatula,21,54%,75%,7,1.44,,38,Kitchen&utensils,37,97%,0.18,,39,4.36,1.06,,39,2.13,0.86,,31,3.74,1.37,,32,3.31,1.38,,32,2.50,1.50
spatula04,spatule_de_caoutchouc01,spatula04,,,39,4,11,1,10%,28%,3%,23,spatula,17,44%,74%,7,1.50,,37,Kitchen&utensils,31,84%,0.95,,36,3.64,1.51,,36,1.89,1.01,,31,3.55,1.39,,32,3.47,1.44,,31,2.68,1.60
speaker04,haut-parleur04,speaker04,,,39,0,0,0,0%,0%,0%,39,speaker,34,87%,87%,6,0.85,,39,Electronic devices&accessories,38,97%,0.17,,39,4.13,1.06,,39,2.97,1.14,,33,3.85,1.25,,33,3.67,1.27,,32,2.00,1.22
sponge01,eponge01,sponge01,,,39,0,0,0,0%,0%,0%,39,sponge,35,90%,90%,4,0.63,,38,Householdarticles&cleaners,27,71%,1.35,,39,4.26,1.02,,39,2.26,1.12,,33,3.76,1.15,,33,4.03,1.10,,33,2.55,1.33
spoon01,cuilliere01,spoon01,,,39,0,0,0,0%,0%,0%,39,spoon,36,92%,92%,4,0.51,,39,Kitchen&utensils,38,97%,0.17,,39,4.56,0.88,,39,2.28,1.19,,32,4.31,0.82,,33,3.67,1.38,,33,3.36,1.50
sportbag,sac_de_sport,sportbag,,,39,0,0,0,0%,0%,0%,39,bag,22,56%,56%,9,2.15,,39,Outdoor activity&sport items,18,46%,2.25,,39,4.03,0.93,,38,2.87,1.42,,33,3.42,1.48,,32,3.84,1.39,,32,2.56,1.34
spraybottle01,vaporisateur01,spraybottle01,,,39,0,3,0,0%,8%,0%,36,spray bottle,22,56%,61%,11,2.20,,38,Householdarticles&cleaners,27,71%,1.48,,38,3.97,0.97,,38,2.53,1.16,,33,3.67,1.02,,33,4.09,1.01,,32,3.03,1.43
spraycan,aerosol,spraycan,,,39,0,2,0,0%,5%,0%,37,spray can,11,28%,30%,10,2.75,,37,Householdarticles&cleaners,13,35%,2.47,,39,3.72,1.39,,39,2.33,1.11,,32,3.44,1.41,,32,3.94,1.19,,32,3.13,1.62
squeegee01b,eponge_a_vitre01b,squeegee01b,,,39,0,4,1,0%,10%,3%,34,squeegee,20,51%,59%,11,2.31,,39,Householdarticles&cleaners,20,51%,1.67,,39,3.64,1.35,,39,2.23,0.93,,31,4.58,0.67,,31,3.68,1.28,,31,3.29,1.49
stackingring01a,tour_d_anneaux01a,stackingrings01a,,,39,0,11,0,0%,28%,0%,28,toy,12,31%,43%,12,2.86,,39,Gamestoys&entertainment,35,90%,0.68,,39,3.26,1.43,,39,2.54,1.14,,29,3.14,1.53,,29,3.48,1.45,,29,2.03,1.40
staple,agraphe,staples,,,39,0,2,0,0%,5%,0%,37,staples,36,92%,97%,2,0.18,,39,Stationary&schoolsupplies,35,90%,0.63,,38,4.45,0.92,,38,2.05,1.09,,33,4.06,1.27,,33,3.36,1.52,,33,2.03,1.45
stapler03a,agrapheuse03a,stapler03a,,,39,0,0,0,0%,0%,0%,39,stapler,37,95%,95%,3,0.34,,39,Stationary&schoolsupplies,35,90%,0.63,,39,4.49,0.97,,39,2.31,1.03,,33,4.39,0.75,,32,4.25,0.84,,32,3.47,1.34
stapleremover,desagrafeuse,stapleremover,,,38,0,7,0,0%,18%,0%,31,staple remover,25,66%,81%,5,1.06,,39,Stationary&schoolsupplies,36,92%,0.51,,39,4.15,1.06,,39,2.67,1.11,,33,4.67,0.69,,33,4.00,1.09,,33,2.36,1.29
starfish01,etoile_de_mer,starfish01,,,39,0,1,0,0%,3%,0%,38,starfish,28,72%,74%,3,0.95,,35,Natural&elements,21,60%,1.35,,38,3.61,1.28,,38,3.37,1.34,,32,4.41,0.98,,33,4.36,1.03,,33,1.76,1.06
statuette01,statuette01,statuette01,,,39,0,4,0,0%,10%,0%,35,statue,12,31%,34%,15,3.18,,36,Decoration&gift accessories,28,78%,1.24,,36,3.11,1.47,,37,3.49,1.28,,29,3.38,1.35,,27,3.63,1.45,,29,1.38,0.82
stickytack,gomme,stickytack,yes,,36,4,7,2,11%,19%,6%,23,sticky tack,3,8%,13%,16,3.85,,33,Stationary&schoolsupplies,13,39%,2.34,,35,3.37,1.54,,36,1.97,1.06,,,,,,,,,,,,
strainer02,passoir02,strainer02,,,39,1,8,1,3%,21%,3%,29,strainer,12,31%,41%,8,2.27,,38,Kitchen&utensils,37,97%,0.18,,38,4.18,0.95,,38,2.08,1.12,,30,3.80,1.32,,30,4.33,1.03,,30,2.03,1.30
straw,paille,straw,,,38,4,4,0,11%,11%,0%,30,straw,25,66%,83%,6,1.04,,37,Kitchen&utensils,21,57%,1.78,,38,3.71,1.61,,38,1.76,1.00,,32,3.97,1.40,,32,3.75,1.41,,32,3.72,1.40
strawbasket01,panier01,strawbasket01,,,39,0,7,0,0%,18%,0%,32,basket,26,67%,81%,7,1.18,,38,Decoration&gift accessories,23,61%,1.75,,39,3.67,1.15,,38,2.47,1.11,,33,2.85,1.46,,33,3.64,1.58,,33,2.00,1.27
strawberry,fraise,strawberry,,,38,0,0,0,0%,0%,0%,38,strawberry,38,100%,100%,1,0.00,,39,Food,32,82%,0.68,,39,4.64,0.78,,39,2.10,0.99,,33,4.85,0.36,,33,4.70,0.77,,33,1.55,1.09
stringbean01,haricot01,greenbeans01,,,38,1,3,0,3%,8%,0%,34,green beans,9,24%,26%,9,2.62,,38,Food,25,66%,1.06,,38,4.08,1.32,,39,2.28,1.07,,32,4.47,0.80,,32,4.22,1.04,,32,1.50,0.92
studiolight,projecteur,studiolight,,,39,0,1,0,0%,3%,0%,38,lamp,17,44%,45%,13,2.76,,37,Electronic devices&accessories,16,43%,2.25,,39,3.79,1.20,,39,2.92,1.38,,33,2.64,1.54,,33,3.52,1.37,,33,2.70,1.51
stuffedanimal02b,toutou02b,teddybear02b,,,39,0,0,0,0%,0%,0%,39,teddy bear,28,72%,72%,6,1.43,,37,Gamestoys&entertainment,33,89%,0.66,,39,4.08,1.24,,39,2.97,1.25,,32,4.03,1.18,,32,4.22,1.04,,32,2.25,1.57
styrofoamcup,verre04,styrofoamcup,,,39,0,0,1,0%,0%,3%,38,styrofoam cup,18,46%,47%,16,4.25,,39,Kitchen&utensils,32,82%,0.89,,39,4.31,1.06,,39,1.77,1.01,,33,4.91,0.38,,33,4.76,0.66,,33,1.85,1.25
suitcase,valise02,suitcase,,,39,0,0,1,0%,0%,3%,38,suitcase,22,56%,58%,5,1.58,,38,others,27,71%,1.59,,38,4.24,1.00,,38,2.71,1.31,,33,3.21,1.43,,33,2.94,1.58,,33,2.79,1.56
sunglasses04,lunettes04,sunglasses04,,,39,0,0,0,0%,0%,0%,39,sunglasses,35,90%,90%,3,0.56,,38,Clothing,14,37%,2.29,,39,4.46,1.12,,39,2.41,1.09,,33,4.00,1.20,,33,3.91,1.16,,33,3.58,1.37
swimgoggles,lunettes_aquatiques,swimgoggles,,,39,0,0,2,0%,0%,5%,37,goggles,23,59%,62%,5,1.55,,39,Outdoor activity&sport items,34,87%,0.73,,38,3.68,1.42,,38,2.66,1.10,,33,3.97,0.98,,33,4.27,1.07,,33,3.18,1.33
swisscheese,fromage,swisscheese,yes,,39,7,2,0,18%,5%,0%,30,swiss cheese,15,38%,50%,7,1.99,,32,Food,27,84%,0.84,,35,3.60,1.52,,35,1.97,0.98,,33,3.52,1.54,,33,3.45,1.46,,33,1.45,1.20
syringe01,seringue01,syringe01,,,38,0,0,2,0%,0%,5%,36,syringe,22,58%,61%,4,1.39,,39,Medical&instrument&accessories,34,87%,0.80,,39,3.97,1.18,,39,2.79,1.34,,32,4.31,1.12,,32,3.78,1.45,,32,3.91,1.28
syringe02,seringue02,syringe02,yes,,38,2,11,1,5%,29%,3%,24,syringe,19,50%,79%,5,1.14,,39,Medical&instrument&accessories,32,82%,1.01,,39,3.51,1.35,,39,2.54,1.23,,33,3.52,1.37,,33,3.27,1.44,,32,3.88,1.29
tableknife02,couteau05,tableknife02,,,38,0,0,0,0%,0%,0%,38,knife,33,87%,87%,3,0.66,,37,Kitchen&utensils,32,86%,0.89,,37,4.62,0.79,,36,2.25,1.18,,33,3.30,1.47,,32,3.41,1.32,,33,3.61,1.39
tambourine01,tambour_a_cimballes,tambourine01,,,39,0,5,4,0%,13%,10%,30,tambourine,27,69%,90%,3,0.56,,39,Musical&instruments,32,82%,0.89,,39,3.90,1.14,,39,2.26,1.02,,33,4.09,1.13,,33,4.03,1.21,,33,3.30,1.40
tampon,tampon_hygienique,tampon,,,39,1,2,2,3%,5%,5%,34,tampon,32,82%,94%,3,0.38,,38,Skincare&bathroom items,30,79%,0.74,,39,3.56,1.54,,39,2.31,1.17,,32,4.16,1.25,,32,3.72,1.25,,32,2.84,1.61
tape02a,ruban_adhesif02a,tape02a,,,38,0,1,0,0%,3%,0%,37,tape,20,53%,54%,10,2.29,,38,Handlabourtools&accessories,23,61%,1.97,,38,3.74,1.20,,39,1.92,1.09,,33,3.42,1.48,,32,3.47,1.46,,32,2.78,1.39
taperecorder,enregistreuse_audio,taperecorder,,,39,0,0,1,0%,0%,3%,38,tape recorder,17,44%,45%,12,2.78,,39,Electronic devices&accessories,34,87%,0.75,,37,3.76,1.36,,38,3.37,1.15,,33,4.03,1.19,,33,3.79,1.19,,33,2.91,1.53
teabag,sachet_de_the,teabag,,,39,0,0,0,0%,0%,0%,39,tea bag,37,95%,95%,3,0.34,,39,Food,36,92%,0.46,,39,4.44,0.99,,39,2.41,1.33,,33,4.45,1.15,,33,4.09,1.16,,33,2.85,1.58
teapot,theiere,teapot,,,38,0,2,1,0%,5%,3%,35,teapot,30,79%,86%,4,0.79,,39,Kitchen&utensils,27,69%,1.37,,39,4.10,1.10,,39,2.59,1.19,,33,3.61,1.27,,32,3.94,1.13,,32,2.84,1.30
telephone01b,telephone01b,telephone01b,,,39,0,0,0,0%,0%,0%,39,telephone,20,51%,51%,7,1.86,,39,Electronic devices&accessories,33,85%,0.81,,39,4.72,0.56,,39,3.13,1.42,,33,3.42,1.35,,33,2.48,1.42,,33,4.09,1.23
tennisball01b,balle_de_tennis01b,tennisball01b,,,39,0,0,0,0%,0%,0%,39,tennis ball,37,95%,95%,2,0.29,,39,Outdoor activity&sport items,31,79%,0.90,,38,4.24,1.05,,38,1.87,0.91,,33,4.76,0.87,,33,4.79,0.60,,33,3.58,1.35
thermometer02b,thermometre02b,thermometer02b,,,39,0,1,0,0%,3%,0%,38,thermometer,37,95%,97%,2,0.18,,36,others,13,36%,2.31,,37,4.05,1.13,,38,2.68,1.14,,32,3.66,1.31,,33,2.85,1.52,,33,1.76,1.06
thermos,thermos,thermos,,,39,6,5,0,15%,13%,0%,28,thermos,16,41%,57%,7,1.99,,33,Kitchen&utensils,10,30%,2.63,,36,2.97,1.56,,36,2.69,1.09,,33,3.33,1.53,,33,4.03,1.16,,33,2.03,1.13
thimble,de_a_coudre,thimble,,,38,1,10,0,3%,26%,0%,27,thimble,22,58%,81%,6,1.12,,35,others,20,57%,2.13,,35,3.31,1.62,,36,2.28,1.09,,31,4.42,1.03,,30,2.80,1.54,,31,2.52,1.39
thread02,bobine_de_fil02,thread02,,,39,0,3,2,0%,8%,5%,34,thread,22,56%,65%,7,1.62,,38,others,16,42%,2.18,,39,3.77,1.35,,39,2.18,1.17,,32,3.69,1.40,,32,3.59,1.27,,32,2.44,1.48
threeholepunch03,perforeuse04,threeholepunch03,,,39,1,2,2,3%,5%,5%,34,hole puncher,10,26%,29%,12,3.03,,37,Stationary&schoolsupplies,33,89%,0.66,,38,3.84,1.31,,36,2.53,1.16,,30,3.93,1.31,,31,3.71,1.37,,31,2.61,1.58
thumbtack02a,punaise02a,thumbtack02a,,,39,0,4,4,0%,10%,10%,31,thumbtack,12,31%,39%,7,2.15,,39,Stationary&schoolsupplies,30,77%,1.18,,39,4.21,1.24,,39,1.72,0.97,,30,3.73,1.34,,30,3.57,1.48,,30,2.20,1.32
tissuebox01b,mouchoir01b,tissuebox01b,,,38,0,0,0,0%,0%,0%,38,kleenex box,10,26%,26%,8,2.53,,37,Skincare&bathroom items,22,59%,1.75,,38,4.68,0.66,,38,2.39,1.26,,32,4.66,0.60,,32,4.66,0.70,,32,3.13,1.58
toast,roti,toast,,,39,0,0,0,0%,0%,0%,39,toast,29,74%,74%,5,1.22,,39,Food,39,100%,0.00,,39,4.59,0.91,,39,2.51,1.41,,32,4.59,0.67,,31,4.35,1.05,,31,2.26,1.12
toaster01,grille-pain,toaster01,,,38,0,0,1,0%,0%,3%,37,toaster,36,95%,97%,2,0.18,,38,Kitchen&utensils,33,87%,0.56,,38,4.47,0.80,,38,2.95,1.09,,33,4.67,0.60,,32,4.25,0.98,,33,2.67,1.38
toiletpaper01a,papier_de_toilette01a,toiletpaper01a,,,38,0,0,0,0%,0%,0%,38,toilet paper,35,92%,92%,4,0.52,,39,Skincare&bathroom items,28,72%,1.10,,39,4.79,0.73,,39,2.23,1.29,,33,4.61,0.70,,33,3.91,1.38,,33,3.45,1.56
tomato01,tomate01,tomato01,,,39,0,0,0,0%,0%,0%,39,tomato,39,100%,100%,1,0.00,,39,Food,30,77%,0.90,,39,4.74,0.64,,39,1.69,0.86,,32,4.84,0.57,,33,4.67,0.78,,32,1.47,1.05
tomatojuice,verre_de_jus_de_tomates,tomatojuice,,,38,1,1,0,3%,3%,0%,36,tomato juice,15,39%,42%,28,6.04,,36,Food,25,69%,1.49,,38,3.61,1.39,,38,2.18,1.16,,33,3.88,1.41,,33,3.88,1.22,,33,1.30,0.85
tongs01b,pince_a_cuisson01b,tongs01b,,,39,2,10,3,5%,26%,8%,24,tongs,19,49%,79%,6,1.22,,39,Kitchen&utensils,35,90%,0.63,,39,4.00,1.10,,39,1.95,0.97,,32,3.31,1.38,,32,3.53,1.37,,32,2.44,1.37
toothbrush03b,brosse_a_dents03b,toothbrush03b,,,39,0,0,0,0%,0%,0%,39,toothbrush,39,100%,100%,1,0.00,,39,Skincare&bathroom items,38,97%,0.17,,39,4.69,0.66,,39,2.23,1.01,,32,4.22,0.97,,32,3.81,1.15,,32,4.28,1.25
toothpastetube,tube_dentifrice,toothpaste,,,39,0,2,0,0%,5%,0%,37,toothpaste,21,54%,57%,13,2.40,,36,Skincare&bathroom items,26,72%,1.48,,38,3.89,1.33,,38,2.66,1.24,,32,4.03,1.12,,32,3.50,1.24,,33,3.30,1.47
toothpick02,cure-dent02,toothpick02,,,39,4,2,1,10%,5%,3%,32,toothpick,26,67%,81%,6,1.12,,34,Kitchen&utensils,13,38%,2.43,,36,3.92,1.38,,37,1.43,0.77,,33,4.18,1.04,,33,3.85,1.23,,33,3.94,1.41
tortilla,tortillas,tortilla,,,39,6,3,0,15%,8%,0%,30,tortilla,9,23%,30%,10,2.71,,35,Food,33,94%,0.32,,35,3.97,1.29,,36,2.25,1.18,,31,3.74,1.32,,31,3.68,1.30,,31,1.87,1.50
towel01,debarbouillette01,towel01,,,38,0,0,0,0%,0%,0%,38,towel,13,34%,34%,10,2.81,,38,Householdarticles&cleaners,20,53%,1.89,,38,4.34,0.88,,39,2.13,1.15,,33,3.94,1.03,,33,3.09,1.55,,33,2.24,1.25
towel04a,debarbouillette04a,towel04a,,,39,0,0,0,0%,0%,0%,39,towel,13,33%,33%,7,2.38,,38,Skincare&bathroom items,27,71%,1.19,,39,4.46,0.82,,38,2.24,1.32,,32,3.94,1.22,,31,3.23,1.38,,31,2.61,1.45
toyanimal01,poule,toychicken,yes,,39,1,0,1,3%,0%,3%,37,toy chicken,11,28%,30%,12,3.01,,38,Gamestoys&entertainment,29,76%,1.18,,36,3.33,1.45,,36,2.44,0.97,,33,3.21,1.49,,33,3.55,1.46,,33,1.55,1.00
toyanimal02,vache,toycow,,,38,0,0,0,0%,0%,0%,38,toy cow,21,55%,55%,9,2.11,,39,Gamestoys&entertainment,34,87%,0.68,,39,3.28,1.41,,38,2.53,1.18,,33,3.33,1.63,,33,3.39,1.54,,33,1.48,1.12
toyanimal03,elephant,toyelephant,yes,,39,1,1,0,3%,3%,0%,37,toy elephant,21,54%,57%,7,1.87,,38,Gamestoys&entertainment,36,95%,0.30,,38,3.34,1.44,,38,2.82,1.35,,33,3.21,1.54,,33,3.88,1.34,,33,1.42,0.83
toyanimal04,mouton,toysheep,yes,,39,0,1,0,0%,3%,0%,38,toy sheep,18,46%,47%,7,2.20,,36,Gamestoys&entertainment,31,86%,0.68,,38,3.53,1.35,,38,2.76,1.15,,32,3.44,1.27,,33,3.82,1.26,,33,1.61,0.97
toycar04,voiture04,toycar04,,,39,0,0,0,0%,0%,0%,39,car,24,62%,62%,6,2.36,,38,Gamestoys&entertainment,19,50%,1.51,,39,4.05,1.26,,39,3.03,1.29,,33,3.82,1.29,,32,3.28,1.51,,33,3.76,1.41
toydinosaur,dinosaure,toydinosaur,,,39,0,0,1,0%,0%,3%,38,toy dinosaur,21,54%,55%,7,1.82,,39,Gamestoys&entertainment,33,85%,0.81,,39,3.44,1.41,,39,3.08,1.33,,32,4.38,0.98,,32,4.25,1.19,,31,1.87,1.28
toyhardhat,casque_de_construction,toyhardhat,yes,,38,0,1,0,0%,3%,0%,37,hard hat,14,37%,38%,16,3.24,,38,Handlabourtools&accessories,23,61%,1.77,,39,3.49,1.35,,39,2.15,1.04,,30,3.57,1.43,,30,3.77,1.50,,28,2.46,1.43
toyhockeystick01,baton_de_hockey,toyhockeystick,yes,,39,5,8,1,13%,21%,3%,25,hockey stick,11,28%,44%,11,2.77,,32,Outdoor activity&sport items,14,44%,1.77,,34,2.88,1.53,,34,2.26,0.96,,31,2.74,1.61,,31,2.74,1.48,,31,3.87,1.52
toyshape,etoile,toystar,yes,,38,6,4,0,16%,11%,0%,28,toy star,5,13%,18%,17,3.82,,36,Gamestoys&entertainment,23,64%,1.70,,35,2.97,1.52,,35,1.74,1.01,,27,2.78,1.48,,27,3.15,1.51,,28,1.29,0.85
toytank,char_d'assaut,toytank,,,39,0,0,1,0%,0%,3%,38,toy tank,19,49%,50%,6,1.98,,39,Gamestoys&entertainment,31,79%,0.84,,38,3.11,1.56,,38,2.79,1.23,,33,4.36,1.11,,32,3.59,1.41,,31,1.61,0.95
toytractor01b,tracteur01b,toytractor01b,yes,,39,0,0,0,0%,0%,0%,39,toy truck,10,26%,26%,13,3.11,,39,Gamestoys&entertainment,38,97%,0.17,,39,3.77,1.37,,39,3.10,1.37,,33,2.94,1.46,,33,3.09,1.44,,33,2.03,1.21
toyxylophone,xylophone,toyxylophone,,,39,0,4,3,0%,10%,8%,32,xylophone,16,41%,50%,18,4.61,,39,Gamestoys&entertainment,20,51%,1.29,,38,3.53,1.25,,38,2.74,1.25,,32,3.28,1.44,,32,3.69,1.28,,32,3.09,1.42
tray,plateau,tray,,,38,4,4,1,11%,11%,3%,29,tray,14,37%,48%,12,2.72,,35,Kitchen&utensils,16,46%,1.91,,37,3.43,1.30,,37,2.30,1.13,,30,2.67,1.49,,30,3.57,1.38,,31,2.48,1.57
tripod01,trepied,tripod01,,,39,1,1,0,3%,3%,0%,37,tripod,29,74%,78%,8,1.35,,38,Electronic devices&accessories,22,58%,2.10,,39,3.87,1.28,,39,3.21,1.38,,33,4.33,0.92,,33,4.58,0.71,,33,2.52,1.46
tshirt,chandail,tshirt,,,39,0,0,0,0%,0%,0%,39,T-shirt,32,82%,82%,2,0.68,,39,Clothing,38,97%,0.17,,39,4.64,0.74,,39,1.67,0.81,,33,4.15,0.97,,33,3.52,1.46,,33,2.88,1.41
