FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
metronome,metronome,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Musical instrument,15,0,45%,44%,2.19,,,,,,,,,,,,,,,,,,,,
microphone01,microphone01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,microphone,37,88%,88%,2,0.53,,32,3,35,Electronic device & accessory,19,2,59%,60%,1.52,,42,4.6,0.7,,42,2.26,1.13,,32,4.16,0.92,,32,3.5,1.24,,34,4.21,0.98
microscope,microscope,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Medical instrument & accessory,20,0,63%,61%,1.41,,,,,,,,,,,,,,,,,,,,
microwave,microwave,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,microwave,34,81%,81%,2,0.7,,33,7,40,Kitchen & utensil,18,6,55%,60%,1.32,,42,4.69,0.68,,42,2.19,1.11,,32,4.13,0.94,,32,3.91,1.33,,34,2.97,1.36
militaryhat,militaryhat,BOSS-2014 (v.2),,42,4,3,0,10%,7%,0%,35,hat,15,36%,43%,18,3.28,,33,10,43,Clothing,22,4,67%,60%,1.06,,42,3.1,1.43,,42,2.88,1.25,,,,,,,,,,33,2.15,1.15
milkcontainer,milkcontainer,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,4,36,Food,21,0,66%,58%,0.93,,,,,,,,,,,,,,,,,,,,
mirror01,mirror01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,30,1,31,Decoration & gift accessory,23,0,77%,74%,1.31,,,,,,,,,,,,,,,,,,,,
mirror02,mirror02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mirror,32,76%,76%,9,1.49,,30,3,33,Furniture,20,2,67%,67%,1.38,,42,4.52,0.67,,42,2.05,0.76,,32,2.81,1.4,,32,3.16,1.37,,34,3.32,1.15
missile,missile,BOSS-2014 (v.2),,42,3,1,1,7%,2%,2%,37,rocket,21,50%,57%,6,1.55,,33,2,35,War related weapon & item,23,1,70%,69%,1.36,,42,3.24,1.34,,42,1.79,0.92,,,,,,,,,,33,2.18,1.26
mitten04,mitten04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
soundmixer,mixertable,BOSS-2014 (v.2),,42,5,5,3,12%,12%,7%,29,Sound mixer,5,12%,17%,18,3.82,,33,6,39,Electronic device & accessory,17,2,52%,49%,1,,42,3.31,1.3,,42,3.74,1.36,,,,,,,,,,34,2.88,1.43
moccasin,moccasin,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
monarchbutterfly,monarchbutterfly,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,butterfly,28,67%,67%,2,0.92,,33,0,33,Insect,31,0,94%,94%,0.33,,42,4.62,0.7,,42,3.24,1.46,,32,4.53,0.84,,32,3.38,1.48,,34,1.91,1.16
monitor,monitor,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Electronic device & accessory,31,0,94%,89%,0.39,,,,,,,,,,,,,,,,,,,,
monument,monument,BOSS-2014 (v.2),,42,10,13,2,24%,31%,5%,17,obelisk,3,7%,18%,14,3.69,,33,2,35,Building infrastructure,28,1,85%,83%,0.76,,41,2.83,1.32,,40,2.83,1.15,,,,,,,,,,33,1.36,0.99
moon,moon,BOSS-2014 (v.2),,42,5,0,0,12%,0%,0%,37,Moon,29,69%,78%,8,1.35,,33,0,33,Natural element,22,0,67%,67%,1.54,,41,4.37,1.11,,41,2.51,1.43,,31,3.94,1.21,,31,4.23,1.15,,33,2.27,1.33
moose,moose,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Moose,39,93%,95%,3,0.33,,32,0,32,Mammal,29,0,91%,91%,0.6,,42,4.29,0.89,,42,3.07,1.54,,32,4.47,0.84,,32,4.31,0.93,,34,1.94,1.18
morningstar,morningstar,BOSS-2014 (v.2),,42,13,8,1,31%,19%,2%,20,Mace,12,29%,60%,9,2.17,,33,1,34,War related weapon & item,22,0,67%,65%,1.65,,39,2.92,1.44,,40,2.63,1.17,,,,,,,,,,31,1.68,0.98
mortarandpestle,mortarandpestle,BOSS-2014 (v.2),,42,0,5,5,0%,12%,12%,32,Mortar and pestle,18,43%,56%,13,2.53,,33,0,33,Kitchen & utensil,27,0,82%,82%,1.09,,42,4.17,0.99,,42,2.12,1.04,,,,,,,,,,34,3.21,1.43
moth,moth,BOSS-2014 (v.2),,41,1,0,0,2%,0%,0%,40,Moth,26,63%,65%,6,1.44,,33,2,35,Insect,30,1,91%,89%,0.58,,41,4.07,1.23,,41,3.34,1.41,,32,3.59,1.29,,31,3.65,1.47,,32,1.5,0.88
motorboat02,motorboat02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,boat,25,60%,60%,8,2.04,,31,2,33,Vehicle,27,1,87%,85%,0.55,,42,4.17,0.96,,42,2.86,1.3,,32,3.22,1.48,,32,3.66,1.33,,34,2.5,1.35
motorcycle,motorcycle,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,motorcycle,36,86%,86%,5,0.87,,31,1,32,Vehicle,31,0,100%,97%,0,,42,4.55,0.71,,42,3.48,1.49,,31,4,1.1,,31,4,1.29,,34,4,1.04
motoroilbottle01,motoroilbottle01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,17,0,52%,52%,2.06,,,,,,,,,,,,,,,,,,,,
mouse,mouse,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mouse,36,86%,86%,6,0.91,,32,0,32,Mammal,31,0,97%,97%,0.2,,42,4.33,0.87,,42,2.88,1.48,,32,3.44,1.46,,32,3.53,1.32,,34,2.03,1.17
mousetrap,mousetrap,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,23,0,70%,70%,1.48,,,,,,,,,,,,,,,,,,,,
lip,mouth,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,lips,36,86%,86%,4,0.77,,33,0,33,Bodypart,33,0,100%,100%,0,,42,4.95,0.22,,42,2.33,1.49,,32,4.13,1.13,,32,4.16,1.3,,34,4.12,1.2
mrpotatohead,mrpotatohead,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Mr. Potato Head,31,74%,76%,6,1.3,,33,0,33,Gamestoy & entertainment,30,0,91%,91%,0.58,,42,4.48,0.83,,42,2.62,1.32,,32,4.03,1.18,,32,3.91,1.09,,34,2.03,1.19
muffintray01,muffintin01,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Muffin tray,11,26%,27%,13,3.14,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,42,4.69,0.6,,42,1.9,0.88,,,,,,,,,,34,2.32,1.17
muffintray02,muffintin02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
mummy,mummy,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mummy,36,86%,86%,5,0.85,,31,5,36,Bodypart,14,4,45%,50%,2.48,,42,4,1.1,,42,3.52,1.25,,32,2.91,1.51,,32,2.56,1.46,,34,1.68,1.15
mushroom01,mushroom01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,31,0,94%,91%,0.39,,,,,,,,,,,,,,,,,,,,
musicalwoodenspoons,musicalwoodenspoons,BOSS-2014 (v.2),,42,12,11,1,29%,26%,2%,18,Wooden spoons,4,10%,22%,10,3.06,,32,0,32,Kitchen & utensil,19,0,59%,59%,1.29,,38,3.21,1.54,,40,2.08,0.97,,,,,,,,,,30,2.53,1.28
musicstand,musicstand,BOSS-2014 (v.2),,42,0,7,2,0%,17%,5%,33,Music stand,22,52%,67%,6,1.48,,32,0,32,Musical instrument,26,0,81%,81%,1.06,,42,4.31,0.9,,42,2,1.01,,18,4.22,1.06,,18,3.72,1.64,,34,2.71,1.22
musket,musket,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,rifle,14,33%,34%,12,2.85,,32,0,32,War related weapon & item,31,0,97%,97%,0.2,,42,3.79,1.18,,42,2.26,1.04,,,,,,,,,,34,3.82,1.11
tricornhat,musketeerhat,BOSS-2014 (v.2),,42,4,3,0,10%,7%,0%,35,hat,20,48%,57%,9,2.1,,33,0,33,Clothing,28,0,85%,85%,0.9,,40,2.98,1.31,,40,2.13,1.04,,,,,,,,,,30,2.33,1.24
muskox,muskox,BOSS-2014 (v.2),,42,1,3,4,2%,7%,10%,34,bison,11,26%,32%,10,2.73,,33,0,33,Mammal,33,0,100%,100%,0,,42,3.55,1.15,,42,3.19,1.42,,,,,,,,,,34,1.29,0.58
mussel,mussel,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,Clam,15,36%,38%,7,2.37,,33,2,35,Crustacean,19,0,58%,54%,1.96,,42,4.12,1.02,,42,2.88,1.21,,,,,,,,,,34,2.06,1.23
nail,nail,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Building material,16,0,48%,48%,1.33,,,,,,,,,,,,,,,,,,,,
nailclipper03b,nailclipper03b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,29,0,88%,88%,0.71,,,,,,,,,,,,,,,,,,,,
nailfile,nailfile,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Skincare & bathroom item,25,0,78%,78%,1.01,,,,,,,,,,,,,,,,,,34,3.41,1.6
nailgun,nailgun,BOSS-2014 (v.2),,42,10,6,0,24%,14%,0%,26,Nail gun,12,29%,46%,13,2.86,,33,3,36,Hand labour tool & accessory,31,2,94%,92%,0.39,,41,3.22,1.41,,41,3.2,1.21,,,,,,,,,,33,2.18,1.42
nailpolish03b,nailpolish03b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,30,0,91%,91%,0.58,,,,,,,,,,,,,,,,,,,,
napkin,napkin,BOSS-2014 (v.2),,42,1,1,3,2%,2%,7%,37,Napkin,15,36%,41%,14,2.89,,32,1,33,Decoration & gift accessory,18,0,56%,55%,1.92,,42,4.02,1.16,,42,2.57,1.25,,,,,,,,,,33,1.85,1.2
narwhal,narwhal,BOSS-2014 (v.2),,42,4,10,1,10%,24%,2%,27,Narwhal,14,33%,52%,8,2.26,,32,2,34,Sea mammal,24,0,75%,71%,1.14,,40,3.45,1.26,,40,3.1,1.32,,,,,,,,,,33,1.39,0.83
nasalspray01,nasalspray01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Medical instrument & accessory,12,1,36%,38%,2.3,,,,,,,,,,,,,,,,,,,,
necklace,necklace,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Jewel & money,12,0,36%,36%,1.87,,,,,,,,,,,,,,,,,,,,
needlenosepliers01,needlenosepliers01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Hand labour tool & accessory,31,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
birdnest,nest,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Birds nest,30,71%,71%,3,1.05,,33,3,36,Natural element,25,0,76%,69%,1.22,,42,4.38,0.85,,42,2.83,1.43,,32,4.31,0.9,,32,3.63,1.36,,34,1.85,1.18
nightstand,nightstand,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,drawer,10,24%,26%,11,3.04,,33,0,33,Furniture,31,0,94%,94%,0.33,,41,4.56,0.71,,41,1.95,0.84,,,,,,,,,,34,2.15,1.13
tonfa,nightstick,BOSS-2014 (v.2),,42,6,8,1,14%,19%,2%,27,Baton,12,29%,44%,12,2.84,,33,1,34,War related weapon & item,17,1,52%,53%,2.16,,40,3.45,1.41,,41,1.71,0.9,,,,,,,,,,33,2.27,1.18
donotentersign,noentrysign,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,Do not enter Sign,13,31%,33%,13,3.05,,32,2,34,Building infrastructure,14,0,44%,41%,2.17,,42,4.5,0.89,,42,1.43,0.67,,,,,,,,,,34,1.94,1.18
noparkingsign,noparkingsign,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,no parking sign,40,95%,95%,3,0.32,,33,2,35,Building infrastructure,17,0,52%,49%,2.11,,42,4.74,0.54,,42,1.69,0.78,,32,3.94,1.08,,32,4.03,1.2,,34,2.06,1.32
nose,nose,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,nose,37,88%,88%,2,0.53,,33,0,33,Bodypart,33,0,100%,100%,0,,42,4.95,0.22,,42,2.31,1.37,,32,4.09,1.09,,32,3.44,1.54,,34,4.03,1.38
nosmokingsign,nosmokingsign,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,No smoking sign,38,90%,90%,4,0.6,,33,2,35,Building infrastructure,14,0,42%,40%,2.23,,42,4.86,0.42,,42,1.48,0.59,,32,4.38,0.91,,32,3.44,1.27,,34,2.65,1.52
notebook03a,notebook03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
number3,number3,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Gamestoy & entertainment,27,1,82%,82%,0.95,,,,,,,,,,,,,,,,,,,,
nunchuk,nunchaku,BOSS-2014 (v.2),,42,5,7,2,12%,17%,5%,28,Nunchuks,27,64%,96%,2,0.22,,33,1,34,War related weapon & item,20,0,61%,59%,1.56,,40,3.6,1.32,,39,2.03,1.09,,32,3.91,1.17,,32,3.75,1.37,,34,3.44,1.33
nutcracker01,nutcracker01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,22,0,67%,65%,1.48,,,,,,,,,,,,,,,,,,,,
nyala,nyala,BOSS-2014 (v.2),,42,2,8,1,5%,19%,2%,31,antelope,6,14%,19%,13,3.38,,33,1,34,Mammal,29,1,88%,88%,0.71,,41,3.51,1.14,,41,3.34,1.35,,,,,,,,,,34,1.32,0.81
oats,oats,BOSS-2014 (v.2),,40,2,3,0,5%,8%,0%,35,oats,11,28%,31%,10,2.86,,33,1,34,Food,31,0,94%,91%,0.33,,39,3.9,1.21,,39,2.49,1.27,,,,,,,,,,30,1.8,0.96
oneholepunch,oneholepunch,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,20,0,61%,61%,1.27,,,,,,,,,,,,,,,,,,,,
onewaysign,onewaysign,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,One way Sign,13,31%,33%,15,3.27,,33,3,36,Building infrastructure,14,0,42%,39%,2.58,,42,4.57,0.74,,42,1.48,0.74,,,,,,,,,,34,2.35,1.45
onion,onion,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
orange,orange,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
orangejuice,orangejuice,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,28,0,85%,85%,0.72,,,,,,,,,,,,,,,,,,,,
ostrich,ostrich,BOSS-2014 (v.2),,42,0,2,1,0%,5%,2%,39,Ostrich,37,88%,95%,2,0.29,,33,0,33,Bird,33,0,100%,100%,0,,42,3.98,1.02,,42,3,1.5,,32,4.34,0.83,,32,3.41,1.34,,34,2,1.41
shotglass,ounceglass,BOSS-2014 (v.2),,42,10,5,0,24%,12%,0%,27,Shot glass,4,10%,15%,20,4.09,,32,3,35,Kitchen & utensil,28,2,88%,86%,0.73,,40,3.18,1.45,,41,1.83,1,,,,,,,,,,29,1.93,1.19
outdoorchair,outdoorchair,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,chair,19,45%,45%,13,2.58,,33,1,34,Furniture,32,0,97%,94%,0.2,,42,4.43,0.83,,42,2.1,0.93,,,,,,,,,,34,3.21,1.2
outdoorfireplace,outdoorfireplace,BOSS-2014 (v.2),,42,5,7,2,12%,17%,5%,28,Fireplace,14,33%,50%,10,2.52,,33,1,34,Building infrastructure,13,0,39%,38%,2.26,,40,3.38,0.95,,42,2.67,1.16,,,,,,,,,,33,2.09,1.16
garbagebin,outdoorgarbagebin,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Recycling bin,18,43%,43%,11,2.46,,32,0,32,Household article & cleaner,18,0,56%,56%,1.68,,42,4.64,0.66,,42,1.95,0.94,,,,,,,,,,34,2.79,1.2
oven,oven,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Stove,19,45%,45%,7,1.77,,33,4,37,Kitchen & utensil,22,4,67%,70%,1.35,,42,4.88,0.5,,42,2.43,1.15,,,,,,,,,,34,3.24,1.35
stovetop,ovencoil,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,Stove top,7,17%,18%,18,3.78,,33,1,34,Kitchen & utensil,30,0,91%,88%,0.52,,41,4.59,0.67,,41,2.05,1.02,,,,,,,,,,34,2.68,1.25
overalls,overalls,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Clothing,32,1,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
owl,owl,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,owl,38,90%,95%,2,0.29,,32,0,32,Bird,29,0,91%,91%,0.6,,41,4.37,0.92,,41,3.34,1.51,,32,3.41,1.36,,32,2.81,1.42,,34,2.03,1.17
oyster02,oyster02,BOSS-2014 (v.2),,42,7,3,2,17%,7%,5%,30,Oyster,16,38%,53%,10,2.39,,33,4,37,Food,12,3,36%,41%,1.97,,41,3.41,1.26,,41,3.15,1.15,,,,,,,,,,31,2,1.18
pacifier02d,pacifier02d,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Gamestoy & entertainment,17,2,52%,53%,2.14,,,,,,,,,,,,,,,,,,,,
packofgum,packofgum,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,27,1,82%,82%,0.91,,,,,,,,,,,,,,,,,,,,
paddleball,paddleball,BOSS-2014 (v.2),,42,1,11,6,2%,26%,14%,24,Paddle Ball,7,17%,29%,11,3.12,,33,1,34,Gamestoy & entertainment,27,0,82%,79%,0.68,,42,3.9,1.12,,42,1.9,0.79,,,,,,,,,,34,3.56,1.05
paintbrush01,paintbrush01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,26,0,79%,79%,1.14,,,,,,,,,,,,,,,,,,,,
paintcan01,paintcan01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Building material,14,0,44%,44%,1.77,,,,,,,,,,,,,,,,,,,,
painting,painting,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Painting,30,71%,71%,9,1.65,,33,5,38,Decoration & gift accessory,31,1,94%,84%,0.33,,42,3.9,1.12,,42,3.02,1.28,,32,2.88,1.31,,32,3.84,1.27,,34,1.94,1.15
paintroller01,paintroller01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Hand labour tool & accessory,21,0,66%,64%,1.57,,,,,,,,,,,,,,,,,,,,
painttray,painttray,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,21,0,64%,62%,1.57,,,,,,,,,,,,,,,,,,,,
palmier,palmleafpastry,BOSS-2014 (v.2),,42,11,4,5,26%,10%,12%,22,Pastry,5,12%,23%,15,3.62,,33,0,33,Food,30,0,91%,91%,0.52,,39,3.72,1.52,,40,2.6,1.24,,,,,,,,,,28,1.54,0.92
panda,panda,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,panda,28,67%,67%,2,0.92,,33,0,33,Mammal,33,0,100%,100%,0,,42,4.55,0.74,,42,3.02,1.54,,32,3.97,1.18,,32,3.03,1.28,,34,1.85,1.02
pants,pants,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
paperairplane,paperairplane,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,paper airplane,29,69%,69%,3,1.08,,33,7,40,Gamestoy & entertainment,17,1,52%,45%,1.48,,42,4.71,0.6,,42,1.76,0.96,,32,4.03,1.23,,32,3.66,1.31,,34,3.79,1.37
paperchain,paperchain,BOSS-2014 (v.2),,42,0,10,4,0%,24%,10%,28,Paper chain,9,21%,32%,15,3.38,,32,1,33,Decoration & gift accessory,23,0,72%,70%,1.2,,42,3.88,1.11,,42,1.9,1.01,,,,,,,,,,34,1.79,1.15
paperclip01b,paperclip01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
paperclip03,paperclip03,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Stationary & school supply,27,0,84%,84%,0.86,,,,,,,,,,,,,,,,,,,,
papertray,paperorganizer,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Stationary & school supply,23,0,72%,72%,1.39,,,,,,,,,,,,,,,,,,34,2.12,1.15
papershredder,papershredder,BOSS-2014 (v.2),,42,5,3,1,12%,7%,2%,33,paper shredder,18,43%,55%,6,1.7,,32,1,33,Electronic device & accessory,13,0,41%,39%,1.94,,41,3.88,1.19,,42,2.1,0.88,,,,,,,,,,34,2.32,1.22
papertowel,papertowel,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Skincare & bathroom item,12,1,36%,38%,1.84,,,,,,,,,,,,,,,,,,,,
parachute,parachute,BOSS-2014 (v.2),,42,0,2,3,0%,5%,7%,37,parachute,35,83%,95%,3,0.36,,33,2,35,Outdoor activity & sport item,24,0,73%,69%,1.21,,42,3.95,1.13,,42,2.71,1.35,,32,3.41,1.32,,32,3.78,1.36,,33,2.82,1.24
parkbench02,parkbench02,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,bench,21,50%,50%,6,1.54,,33,1,34,Furniture,21,0,64%,62%,1.46,,42,4.71,0.55,,42,2.4,1.06,,,,,,,,,,34,2.94,1.18
parkfountain,parkfountain,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,fountain,27,64%,64%,3,1.07,,33,2,35,Building infrastructure,31,1,94%,91%,0.39,,42,4.43,0.74,,42,2.6,1.33,,32,3.34,1.52,,32,4,1.16,,34,1.79,1.04
parkinggate,parkinggate,BOSS-2014 (v.2),,42,2,18,5,5%,43%,12%,17,Parking gate,3,7%,18%,13,3.57,,32,0,32,Building infrastructure,26,0,81%,81%,1.03,,42,4.05,1.06,,42,2.45,1.13,,,,,,,,,,34,2.68,1.32
parkingmeter,parkingmeter,BOSS-2014 (v.2),,42,0,1,5,0%,2%,12%,36,Parking meter,30,71%,83%,4,0.86,,32,2,34,Building infrastructure,19,0,59%,56%,1.97,,42,4.52,0.83,,42,2.29,0.94,,32,4.03,1.15,,32,3.72,1.4,,34,2.97,1.36
parrot01,parrot01,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Parrot,29,69%,71%,4,1.25,,33,0,33,Bird,33,0,100%,100%,0,,42,4.1,1.08,,42,3.19,1.47,,32,4,1.14,,32,3.66,1.45,,34,2.18,1.31
noisemaker,partyblower,BOSS-2014 (v.2),,42,1,12,11,2%,29%,26%,18,Noisemaker,5,12%,28%,13,3.41,,33,1,34,Decoration & gift accessory,17,0,52%,50%,1.16,,41,4.22,0.85,,42,2.1,0.96,,,,,,,,,,34,3.53,1.31
partyhat,partyhat,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,4,37,Decoration & gift accessory,24,1,73%,68%,1.24,,,,,,,,,,,,,,,,,,,,
bus,passengerbus,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bus,24,57%,57%,7,1.85,,33,1,34,Vehicle,33,0,100%,97%,0,,42,4.69,0.64,,42,2.45,1.19,,32,3.13,1.43,,32,3.25,1.37,,34,2.29,1.12
pastaspoon,pastaspoon,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
pavedsidewalk,pavedsidewalk,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,Bricks,7,17%,18%,19,3.85,,32,1,33,Building infrastructure,22,0,69%,67%,1.04,,41,4.1,1.04,,41,2.37,0.97,,,,,,,,,,34,1.79,1.07
payphone,payphone,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Payphone,25,60%,60%,7,1.97,,32,0,32,Electronic device & accessory,28,0,88%,88%,0.64,,42,4.71,0.6,,42,2.76,1.21,,32,4.31,1.15,,32,3.97,1.31,,34,4.21,0.91
pda,pda,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Electronic device & accessory,28,2,85%,83%,0.76,,,,,,,,,,,,,,,,,,,,
peach01,peach01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
peacock,peacock,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,peacock,39,93%,98%,2,0.17,,33,0,33,Bird,32,0,97%,97%,0.2,,42,4.19,1.17,,42,3.64,1.41,,32,3.91,1.2,,32,2.97,1.6,,34,2,1.23
peanut01,peanut01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,31,0,31,Food,29,0,94%,94%,0.41,,,,,,,,,,,,,,,,,,,,
pear01,pear01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
pecan01,pecan01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Food,28,0,88%,88%,0.73,,,,,,,,,,,,,,,,,,,,
pecan02,pecan02,BOSS-2014 (v.2),,42,0,1,3,0%,2%,7%,38,Walnuts,17,40%,45%,6,1.84,,33,0,33,Food,33,0,100%,100%,0,,42,4.4,0.8,,42,2.43,1.19,,,,,,,,,,34,1.97,1.14
donotwalksign,pedestrianlight,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Do not walk Sign,5,12%,12%,28,4.6,,33,3,36,Building infrastructure,17,0,52%,47%,2.01,,42,4.81,0.45,,42,2.36,1.14,,,,,,,,,,34,2.79,1.32
pedestriancrossingsign,pedestriansign,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,Pedestrian crossing Sign,7,17%,18%,14,3.43,,33,2,35,Building infrastructure,17,0,52%,49%,2.02,,42,4.6,0.66,,42,1.67,0.69,,,,,,,,,,34,1.88,1.15
peeler01,peeler01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,30,0,91%,91%,0.58,,,,,,,,,,,,,,,,,,,,
