,ABT1overall,ABT2overall,DistALL_1,DistALL_2,DistALL_3,DistALL_4,DistALL_5,DistALL_6,DistALL_UVSD_d,DistALL_UVSD_s,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_UVSD_d,Dist_UVSD_s,L1blink_1,L1blink_2,L1blink_3,L1blink_4,L1blink_5,L1blink_6,L1blink_UVSD_d,L1blink_UVSD_s,L1cor_1,L1cor_2,L1cor_3,L1cor_4,L1cor_5,L1cor_6,L1cor_UVSD_d,L1cor_UVSD_s,L5_1,L5_2,L5_3,L5_4,L5_5,L5_6,L5_UVSD_d,L5_UVSD_s,Lag1_T1A_T2A_T1,Lag1_T1A_T2A_T2,Lag1_T1A_T2A_T2_T1,Lag1_T1A_T2P_T1,Lag1_T1A_T2P_T2,Lag1_T1A_T2P_T2_T1,Lag1_T1P_T2A_T1,Lag1_T1P_T2A_T2,Lag1_T1P_T2A_T2_T1,Lag1_T1P_T2P_T1,Lag1_T1P_T2P_T2,Lag1_T1P_T2P_T2_T1,Lag5_T1A_T2A_T1,Lag5_T1A_T2A_T2,Lag5_T1A_T2A_T2_T1,Lag5_T1A_T2P_T1,Lag5_T1A_T2P_T2,Lag5_T1A_T2P_T2_T1,Lag5_T1P_T2A_T1,Lag5_T1P_T2A_T2,Lag5_T1P_T2A_T2_T1,Lag5_T1P_T2P_T1,Lag5_T1P_T2P_T2,Lag5_T1P_T2P_T2_T1,NovALL_1,NovALL_2,NovALL_3,NovALL_4,NovALL_5,NovALL_6,Nov_1,Nov_2,Nov_3,Nov_4,Nov_5,Nov_6,PP1T2_mem,PP1blink_mem,PP1cor_mem,PP1miss_mem,PP5cor_mem,T1Overall,T2Overall,TargALL_1,TargALL_2,TargALL_3,TargALL_4,TargALL_5,TargALL_6,TargALL_UVSD_d,TargALL_UVSD_s,blinkFam,distMem,distracter_mem,nonBlinkFam,novel_mem,targMem,blinkMag
2022-06-30_11h30.37.978,0.934640522875817,0.7973856209150327,22.0,4.0,2.0,6.0,6.0,12.0,1.4354752218565698,1.3279565200520274,22.0,4.0,2.0,6.0,6.0,12.0,1.4354317366156502,1.3193822889217977,3.0,1.0,1.0,5.0,5.0,17.0,2.352877019449062,1.0046644889829597,14.0,4.0,2.0,7.0,9.0,12.0,1.723416884210198,1.0405279783163461,17.0,6.0,3.0,4.0,7.0,12.0,1.5834380636528118,1.159927655345975,1.0,1.0,1.0,0.9642857142857143,0.75,0.7407407407407407,0.8571428571428571,1.0,1.0,0.9425287356321839,0.6206896551724138,0.6097560975609756,1.0,1.0,1.0,1.0,0.6551724137931034,0.6551724137931034,0.8214285714285714,0.9285714285714286,0.9130434782608695,0.9418604651162791,0.8837209302325582,0.8888888888888888,163.0,12.0,4.0,3.0,2.0,1.0,163.0,12.0,4.0,3.0,2.0,1.0,0.0,0.84375,0.5833333333333334,0.0,0.4878048780487805,0.6171875,0.5208333333333334,38.0,12.0,6.0,16.0,21.0,41.0,1.8049042134609206,1.2199452941279856,4.485483870967742,0.8565400843881856,0.46153846153846156,4.511799999999999,0.9675675675675676,0.8167202572347267,0.27913279132791324
2022-06-30_12h37.33.852,0.9052287581699346,0.7320261437908496,12.0,8.0,2.0,6.0,5.0,19.0,1.2152049907712814,1.1574635993029818,12.0,8.0,2.0,6.0,5.0,19.0,1.2147165971667178,1.1556088734831362,1.0,0.0,4.0,3.0,6.0,26.0,1.8600314269399538,0.8083358290183806,3.0,3.0,3.0,4.0,6.0,19.0,1.5866084267443983,0.8946887482376755,10.0,5.0,5.0,4.0,4.0,21.0,1.362259705948983,1.2083012502718364,1.0,1.0,1.0,0.9642857142857143,0.6071428571428571,0.6296296296296297,0.8214285714285714,0.9642857142857143,0.9565217391304348,0.9195402298850575,0.5287356321839081,0.4875,1.0,1.0,1.0,0.9655172413793104,0.6551724137931034,0.6785714285714286,0.8214285714285714,1.0,1.0,0.8837209302325582,0.7790697674418605,0.8026315789473685,120.0,29.0,13.0,10.0,4.0,9.0,120.0,29.0,13.0,10.0,4.0,9.0,0.2857142857142857,0.875,0.7631578947368421,,0.6551724137931034,0.773109243697479,0.6585365853658537,16.0,11.0,12.0,12.0,17.0,66.0,1.6281159266786887,1.0714844181482377,4.4565,0.810126582278481,0.5769230769230769,4.535641025641025,0.8756756756756757,0.8260869565217391,0.3151315789473685
2022-06-30_15h07.06.222,0.7352941176470589,0.5718954248366013,3.0,4.0,11.0,13.0,3.0,18.0,0.9894304945251274,1.296599420543044,3.0,4.0,11.0,13.0,3.0,18.0,0.9931809586750193,1.3030367225532233,1.0,4.0,10.0,9.0,5.0,18.0,1.1252219595107178,1.2335589212536855,0.0,4.0,3.0,6.0,1.0,6.0,0.8260737193680442,1.1911318341000585,1.0,8.0,17.0,4.0,5.0,14.0,0.7639453770845552,1.1933572204559213,0.9,1.0,1.0,0.8571428571428571,0.6071428571428571,0.625,0.6785714285714286,0.8214285714285714,0.7894736842105263,0.7931034482758621,0.3563218390804598,0.30434782608695654,1.0,0.8,0.8,0.8620689655172413,0.3793103448275862,0.44,0.5,0.8214285714285714,0.9285714285714286,0.6395348837209303,0.6046511627906976,0.6,29.0,39.0,71.0,26.0,11.0,9.0,29.0,39.0,71.0,26.0,11.0,9.0,0.6,0.6808510638297872,0.65,0.75,0.6666666666666666,0.6568627450980392,0.5862068965517241,2.0,18.0,34.0,27.0,12.0,41.0,0.9312668559303219,1.1202663983472745,4.4525,0.729957805907173,0.6538461538461539,4.5305,0.7513513513513513,0.7216494845360825,0.29565217391304344
2022-06-30_16h08.59.712,0.8627450980392157,0.6437908496732027,1.0,17.0,18.0,9.0,4.0,3.0,0.2753657305910364,0.9229006465815269,1.0,17.0,18.0,9.0,4.0,3.0,0.27447431573478437,0.9259468202307937,1.0,11.0,10.0,6.0,5.0,22.0,1.1196364508528247,1.5182060724393827,0.0,7.0,2.0,2.0,1.0,7.0,0.8024895248426679,1.5707435811675436,0.0,12.0,9.0,8.0,6.0,14.0,0.8645614751643038,1.2423162213859507,1.0,0.8,0.8,0.9642857142857143,0.6428571428571429,0.6296296296296297,0.7857142857142857,0.9642857142857143,1.0,0.8735632183908046,0.27586206896551724,0.25,0.9,0.5,0.5555555555555556,1.0,0.5517241379310345,0.5517241379310345,0.6785714285714286,0.9642857142857143,0.9473684210526315,0.8372093023255814,0.8372093023255814,0.8611111111111112,13.0,74.0,54.0,22.0,15.0,7.0,13.0,74.0,54.0,22.0,15.0,7.0,0.8,0.6,0.5263157894736842,0.5,0.5897435897435898,0.576271186440678,0.5909090909090909,1.0,32.0,23.0,16.0,16.0,46.0,1.0095325799025514,1.3545621855797003,4.4825,0.6624472573839663,0.3076923076923077,4.5336842105263155,0.7621621621621621,0.6925566343042071,0.6111111111111112
2022-07-01_10h00.03.424,0.8856209150326797,0.6993464052287581,4.0,6.0,11.0,14.0,11.0,6.0,1.314768619065106,1.0333723182175854,4.0,6.0,11.0,14.0,11.0,6.0,1.313996292931558,1.0335303401496443,4.0,8.0,3.0,3.0,14.0,19.0,1.9204611492267327,1.6342625414546519,0.0,5.0,4.0,7.0,8.0,0.0,1.2803133843819419,0.7934954659520967,0.0,10.0,11.0,6.0,8.0,14.0,1.6280547792343198,1.1876371230377074,1.0,1.0,1.0,0.9642857142857143,0.75,0.7777777777777778,0.8214285714285714,0.9642857142857143,0.9565217391304348,0.8850574712643678,0.3793103448275862,0.3246753246753247,1.0,1.0,1.0,1.0,0.5862068965517241,0.5862068965517241,0.6785714285714286,1.0,1.0,0.8837209302325582,0.7906976744186046,0.8157894736842105,69.0,74.0,20.0,17.0,4.0,1.0,69.0,74.0,20.0,17.0,4.0,1.0,0.5,0.7058823529411765,0.625,0.0,0.6666666666666666,0.6779661016949152,0.5970149253731343,7.0,25.0,19.0,17.0,32.0,34.0,1.6118321889576441,1.2785474691202714,4.500392156862746,0.8185654008438819,0.5961538461538461,4.5468,0.8810810810810811,0.7933333333333333,0.49111414900888584
2022-07-01_12h27.38.741,0.7908496732026143,0.5620915032679739,20.0,0.0,2.0,0.0,1.0,29.0,1.1442313832798048,1.3694422351375188,20.0,0.0,2.0,0.0,1.0,29.0,0.806503280850082,0.49597625903039133,18.0,0.0,3.0,1.0,0.0,23.0,1.0681913286784241,0.4271542442831082,10.0,0.0,0.0,1.0,0.0,12.0,1.4966302345115727,0.38358988365057145,15.0,0.0,5.0,1.0,0.0,28.0,1.0489948097741468,0.25930093045867686,1.0,0.8,0.8,0.8928571428571429,0.35714285714285715,0.32,0.7142857142857143,0.9642857142857143,1.0,0.7931034482758621,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.7931034482758621,0.4482758620689655,0.34782608695652173,0.5714285714285714,0.8571428571428571,0.875,0.8023255813953488,0.5930232558139535,0.6376811594202898,141.0,1.0,16.0,1.0,0.0,26.0,141.0,1.0,16.0,1.0,0.0,26.0,0.2,0.5333333333333333,0.5652173913043478,0.3333333333333333,0.5833333333333334,0.5871559633027523,0.5087719298245614,51.0,2.0,10.0,4.0,0.0,67.0,1.0374776484484234,1.168362278519512,4.473333333333334,0.7932489451476793,0.5769230769230769,4.508695652173913,0.8540540540540541,0.7278911564625851,0.3043478260869565
2022-07-01_14h29.26.291,0.9019607843137255,0.6993464052287581,2.0,2.0,3.0,8.0,11.0,26.0,1.8554746609284458,1.0909386117019721,2.0,2.0,3.0,8.0,11.0,26.0,1.8510676899551017,1.0836273604079039,1.0,5.0,6.0,7.0,7.0,19.0,1.599632022666086,1.0406073919767067,3.0,5.0,4.0,3.0,4.0,13.0,1.4310685168635433,1.3536655074961828,7.0,15.0,2.0,5.0,5.0,15.0,1.0704758826283003,1.392930614995672,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.9285714285714286,1.0,1.0,0.9080459770114943,0.45977011494252873,0.4050632911392405,1.0,1.0,1.0,0.9655172413793104,0.6896551724137931,0.7142857142857143,0.6071428571428571,0.9642857142857143,0.9411764705882353,0.9069767441860465,0.686046511627907,0.7051282051282052,74.0,62.0,22.0,20.0,0.0,7.0,74.0,62.0,22.0,20.0,0.0,7.0,0.5,0.7333333333333333,0.625,,0.6071428571428571,0.6446280991735537,0.5833333333333334,11.0,28.0,13.0,16.0,19.0,47.0,1.3764011243885679,1.2540689094232882,4.453260869565217,0.8565400843881856,0.8653846153846154,4.564375,0.8540540540540541,0.7785234899328859,0.3000649139889647
2022-07-01_16h01.59.492,0.8529411764705882,0.6568627450980392,0.0,10.0,3.0,7.0,14.0,18.0,1.5619736846982062,1.239776989034995,0.0,10.0,3.0,7.0,14.0,18.0,1.5781331254365447,1.2591953264725426,3.0,4.0,2.0,3.0,16.0,17.0,1.7162298695049645,1.482310164793545,3.0,6.0,5.0,3.0,10.0,7.0,1.1033004170888798,1.3253143921006438,6.0,11.0,9.0,4.0,12.0,7.0,0.8274354577314796,1.288905992457355,1.0,1.0,1.0,0.8928571428571429,0.6071428571428571,0.64,0.8214285714285714,0.9285714285714286,0.9130434782608695,0.9310344827586207,0.4367816091954023,0.43209876543209874,0.9,1.0,1.0,0.9655172413793104,0.6551724137931034,0.6428571428571429,0.6785714285714286,0.9285714285714286,0.9473684210526315,0.7674418604651163,0.6395348837209303,0.6515151515151515,49.0,67.0,34.0,23.0,8.0,4.0,49.0,67.0,34.0,23.0,8.0,4.0,0.3333333333333333,0.8,0.5882352941176471,0.0,0.6086956521739131,0.6782608695652174,0.5142857142857142,13.0,25.0,16.0,10.0,39.0,31.0,1.1679525782078026,1.3924317519338651,4.475555555555555,0.7974683544303798,0.75,4.5285714285714285,0.8108108108108109,0.7542662116040956,0.21941638608305275
2022-07-01_17h04.12.064,0.8627450980392157,0.6111111111111112,4.0,28.0,13.0,0.0,0.0,7.0,0.43972238494221744,1.2865945725616525,4.0,28.0,13.0,0.0,0.0,7.0,0.4496929460634497,1.3108078333115092,2.0,18.0,14.0,0.0,0.0,11.0,0.9211123800392487,1.4420597344368036,1.0,13.0,7.0,0.0,0.0,6.0,0.8105739954022995,1.4293518811748411,7.0,18.0,15.0,0.0,1.0,8.0,0.5482938735428156,1.5758143439234127,1.0,0.6,0.6,1.0,0.6428571428571429,0.6428571428571429,0.8214285714285714,0.8571428571428571,0.8695652173913043,0.8505747126436781,0.40229885057471265,0.36486486486486486,1.0,0.7,0.7,0.9310344827586207,0.5517241379310345,0.5185185185185185,0.7857142857142857,0.7857142857142857,0.7727272727272727,0.813953488372093,0.686046511627907,0.6428571428571429,26.0,101.0,56.0,1.0,1.0,0.0,26.0,101.0,56.0,1.0,1.0,0.0,0.0,0.24444444444444444,0.2222222222222222,0.2,0.2,0.22727272727272727,0.17142857142857143,11.0,56.0,40.0,0.0,1.0,26.0,0.6676856591646502,1.4076035334084704,4.483191489361702,0.8016877637130801,0.1346153846153846,4.514814814814814,0.9891891891891892,0.6983050847457627,0.27799227799227805
2022-07-04_12h57.51.341,0.8888888888888888,0.7483660130718954,14.0,8.0,2.0,6.0,5.0,17.0,1.0645830204129223,1.6102669446242512,14.0,8.0,2.0,6.0,5.0,17.0,1.065658349384816,1.6143252426129928,3.0,1.0,1.0,5.0,1.0,23.0,2.276388112828019,1.703938660546594,3.0,5.0,4.0,4.0,7.0,20.0,1.6461806432826198,1.157446658024298,6.0,5.0,5.0,2.0,5.0,26.0,1.8006660289703726,1.5853633914959375,1.0,1.0,1.0,1.0,0.75,0.75,0.6071428571428571,0.9642857142857143,0.9411764705882353,0.9080459770114943,0.5747126436781609,0.5569620253164557,1.0,0.9,0.9,0.9655172413793104,0.6551724137931034,0.6428571428571429,0.7857142857142857,0.9642857142857143,0.9545454545454546,0.9069767441860465,0.7674418604651163,0.7692307692307693,94.0,50.0,18.0,10.0,7.0,6.0,94.0,50.0,18.0,10.0,7.0,6.0,0.0,0.8529411764705882,0.7209302325581395,0.0,0.75,0.775,0.6551724137931034,16.0,12.0,13.0,11.0,13.0,69.0,1.8380758370587251,1.5472846406870104,4.433529411764706,0.8016877637130801,0.5384615384615384,4.550454545454547,0.8756756756756757,0.8145695364238411,0.2122687439143136
2022-07-04_13h57.02.679,0.8758169934640523,0.565359477124183,4.0,15.0,10.0,5.0,18.0,0.0,1.102181212191675,1.0623189632251544,4.0,15.0,10.0,5.0,18.0,0.0,1.0995707112821669,1.0546247714779033,7.0,12.0,9.0,9.0,7.0,0.0,0.8064970325719629,1.0551729665246894,6.0,3.0,8.0,3.0,8.0,0.0,0.9363645811651046,1.2663292896531912,8.0,14.0,12.0,6.0,9.0,0.0,0.7726574776127664,1.069025708958038,0.9,1.0,1.0,1.0,0.32142857142857145,0.32142857142857145,0.8214285714285714,0.9285714285714286,0.9130434782608695,0.8505747126436781,0.41379310344827586,0.3783783783783784,0.8,1.0,1.0,0.9655172413793104,0.3103448275862069,0.32142857142857145,0.7857142857142857,1.0,1.0,0.8837209302325582,0.5232558139534884,0.5526315789473685,74.0,64.0,28.0,14.0,5.0,0.0,74.0,64.0,28.0,14.0,5.0,0.0,0.125,0.36363636363636365,0.39285714285714285,0.0,0.3333333333333333,0.3706896551724138,0.3384615384615385,25.0,36.0,30.0,19.0,24.0,0.0,0.7115835329617775,1.0550711225217053,4.46711111111111,0.7974683544303798,0.4423076923076923,4.5460714285714285,0.8972972972972973,0.6835016835016835,0.17425320056899007
2022-07-04_15h04.29.055,0.8888888888888888,0.6503267973856209,17.0,1.0,5.0,11.0,6.0,12.0,1.3015745654888875,1.2443808642730616,17.0,1.0,5.0,11.0,6.0,12.0,1.297008529072045,1.2307448890415953,8.0,1.0,7.0,3.0,4.0,27.0,2.1366774959937955,1.5739000374379997,6.0,1.0,2.0,5.0,4.0,12.0,1.744125413792872,1.2506979872510364,13.0,5.0,5.0,8.0,2.0,16.0,1.4376806021196409,1.3366486127557784,0.9,0.8,0.7777777777777778,0.9642857142857143,0.7142857142857143,0.7037037037037037,0.8928571428571429,0.9642857142857143,0.96,0.9425287356321839,0.40229885057471265,0.36585365853658536,1.0,0.6,0.6,0.8275862068965517,0.5517241379310345,0.625,0.7142857142857143,0.8571428571428571,0.95,0.872093023255814,0.7325581395348837,0.7333333333333333,138.0,13.0,22.0,7.0,2.0,3.0,138.0,13.0,22.0,7.0,2.0,3.0,0.4,0.68,0.7,,0.6551724137931034,0.6639344262295082,0.6142857142857143,30.0,7.0,14.0,17.0,11.0,55.0,1.774839893796615,1.5303596444095802,4.473333333333334,0.8523206751054853,0.5576923076923077,4.535666666666668,0.9351351351351351,0.8327759197324415,0.3674796747967479
2022-07-05_10h02.02.762,0.9117647058823529,0.7581699346405228,23.0,7.0,7.0,2.0,2.0,11.0,0.8137631622229641,1.5252938061997436,23.0,7.0,7.0,2.0,2.0,11.0,0.8212191198622091,0.6918625541314875,2.0,0.0,0.0,3.0,5.0,18.0,1.9956652142956877,1.2417712360511948,11.0,4.0,0.0,3.0,5.0,26.0,1.847586893234402,1.3528184811825579,5.0,4.0,3.0,7.0,8.0,22.0,1.7706210997652931,1.2029840948889785,0.9,1.0,1.0,1.0,0.6428571428571429,0.6428571428571429,0.8571428571428571,1.0,1.0,0.9080459770114943,0.6206896551724138,0.6329113924050633,1.0,1.0,1.0,0.9655172413793104,0.6551724137931034,0.6785714285714286,0.8571428571428571,0.9642857142857143,0.9583333333333334,0.8953488372093024,0.7674418604651163,0.7402597402597403,133.0,27.0,6.0,13.0,4.0,2.0,133.0,27.0,6.0,13.0,4.0,2.0,0.0,0.9285714285714286,0.6938775510204082,0.25,0.8275862068965517,0.8083333333333333,0.6741573033707865,24.0,9.0,3.0,14.0,18.0,66.0,2.1016149629987195,1.6536435522969652,4.524642857142857,0.7637130801687764,0.28846153846153844,4.494800000000001,0.8972972972972973,0.8394648829431438,0.10734834785467695
2022-07-05_12h23.41.314,0.7941176470588235,0.32679738562091504,2.0,7.0,13.0,9.0,19.0,2.0,0.27784289900394415,0.9011640608367193,2.0,7.0,13.0,9.0,19.0,2.0,0.27790100082759067,0.9023842018519234,6.0,10.0,8.0,9.0,19.0,13.0,0.4972432761890401,1.3643432118655447,0.0,0.0,1.0,3.0,1.0,0.0,0.2387851561871845,0.9713807690199541,4.0,5.0,9.0,11.0,13.0,7.0,0.38958499945202935,1.1633546562939765,0.8,1.0,1.0,0.6785714285714286,0.07142857142857142,0.10526315789473684,0.75,0.9642857142857143,1.0,0.8275862068965517,0.13793103448275862,0.08333333333333333,0.9,0.9,0.8888888888888888,0.8275862068965517,0.20689655172413793,0.25,0.7142857142857143,0.9285714285714286,0.9,0.813953488372093,0.09302325581395349,0.08571428571428572,22.0,34.0,39.0,40.0,42.0,8.0,22.0,34.0,39.0,40.0,42.0,8.0,0.16666666666666666,0.6307692307692307,0.8,0.5555555555555556,0.25,0.6605504587155964,0.5,11.0,17.0,24.0,27.0,35.0,20.0,0.3893717594903475,1.1728506707071888,4.5026153846153845,0.5274261603375527,0.5769230769230769,4.493333333333333,0.5135135135135135,0.5364963503649635,0.0023809523809523864
2022-07-05_13h30.03.579,0.803921568627451,0.5784313725490197,37.0,3.0,2.0,3.0,1.0,6.0,0.44575937021266615,1.3372980745228846,37.0,3.0,2.0,3.0,1.0,6.0,0.44756519989235677,1.3335867453024797,15.0,1.0,1.0,4.0,6.0,23.0,1.8185069808126357,1.393498232033142,8.0,1.0,2.0,2.0,1.0,6.0,1.3853741397662198,1.029827496555857,21.0,5.0,1.0,3.0,3.0,16.0,1.3201495078398708,1.403372136067321,1.0,1.0,1.0,0.9642857142857143,0.35714285714285715,0.3333333333333333,0.6071428571428571,1.0,1.0,0.8275862068965517,0.3218390804597701,0.2916666666666667,1.0,1.0,1.0,0.9655172413793104,0.3793103448275862,0.39285714285714285,0.5357142857142857,0.9642857142857143,1.0,0.7790697674418605,0.6162790697674418,0.6417910447761194,159.0,9.0,6.0,5.0,3.0,3.0,159.0,9.0,6.0,5.0,3.0,3.0,0.0,0.66,0.45,0.125,0.5,0.5818181818181818,0.375,57.0,7.0,5.0,9.0,10.0,46.0,1.3486710338481775,1.654858424301755,4.4948,0.7763713080168776,0.19230769230769232,4.5061904761904765,0.9405405405405406,0.7808219178082192,0.3501243781094527
2022-07-05_14h28.29.768,0.8954248366013072,0.7875816993464052,19.0,8.0,8.0,0.0,5.0,12.0,0.9875081035629741,1.0236243467024357,19.0,8.0,8.0,0.0,5.0,12.0,0.9877303080071801,1.028386631721982,3.0,1.0,3.0,3.0,1.0,6.0,1.3747817516339993,0.7926381292627817,8.0,5.0,4.0,4.0,5.0,36.0,1.9173542514576971,1.1985962454626076,12.0,4.0,6.0,4.0,7.0,16.0,1.3340298048710766,0.971850912539575,1.0,0.8,0.8,0.9642857142857143,0.6428571428571429,0.6666666666666666,0.7142857142857143,0.75,0.7,0.9310344827586207,0.8045977011494253,0.7901234567901234,0.9,0.7,0.6666666666666666,0.896551724137931,0.6896551724137931,0.6923076923076923,0.8571428571428571,0.8214285714285714,0.875,0.8953488372093024,0.8604651162790697,0.8831168831168831,137.0,23.0,7.0,6.0,6.0,6.0,137.0,23.0,7.0,6.0,6.0,6.0,0.3333333333333333,0.5882352941176471,0.7258064516129032,,0.5952380952380952,0.656,0.6460176991150443,25.0,11.0,14.0,12.0,13.0,59.0,1.5896967542581149,1.092388771117857,4.5341176470588245,0.7763713080168776,0.3269230769230769,4.481428571428571,0.9027027027027027,0.7980769230769231,0.09299342632675967
2022-07-05_15h31.02.716,0.8660130718954249,0.7483660130718954,9.0,7.0,3.0,1.0,5.0,27.0,1.2792861518754546,1.6911831673627205,9.0,7.0,3.0,1.0,5.0,27.0,1.2723178323052706,1.6807600561594491,2.0,1.0,3.0,3.0,3.0,16.0,1.358725901940078,1.1609114094130777,6.0,10.0,0.0,1.0,13.0,20.0,1.0386020105873017,1.1432490970570997,9.0,3.0,9.0,6.0,5.0,17.0,0.8437799059904216,1.1450696503931037,1.0,0.5,0.5,0.7857142857142857,0.7142857142857143,0.7272727272727273,0.75,0.8571428571428571,0.8571428571428571,0.9195402298850575,0.6666666666666666,0.65,0.9,0.9,0.8888888888888888,0.9310344827586207,0.6551724137931034,0.6296296296296297,0.7142857142857143,0.8214285714285714,0.8,0.8837209302325582,0.8255813953488372,0.868421052631579,77.0,36.0,24.0,15.0,18.0,15.0,77.0,36.0,24.0,15.0,18.0,15.0,0.3333333333333333,0.7857142857142857,0.68,1.0,0.6052631578947368,0.6721311475409836,0.6336633663366337,21.0,14.0,12.0,11.0,22.0,54.0,1.0491526687801354,1.2554164405988955,4.486071428571429,0.7172995780590717,0.6346153846153846,4.513725490196078,0.7405405405405405,0.711038961038961,0.21842105263157896
2022-07-05_16h29.47.151,0.8758169934640523,0.7549019607843137,18.0,10.0,4.0,2.0,8.0,10.0,0.17650361939518594,0.8658417443547548,18.0,10.0,4.0,2.0,8.0,10.0,0.17635284808623153,0.8653910813803675,8.0,1.0,4.0,1.0,4.0,10.0,0.4816561830869255,1.0270803642351445,12.0,5.0,2.0,2.0,8.0,22.0,0.6722208577546646,1.1454599476919272,19.0,1.0,2.0,5.0,5.0,17.0,0.3436920065882902,1.4114651052155405,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.8928571428571429,0.9047619047619048,0.9310344827586207,0.6666666666666666,0.6419753086419753,1.0,1.0,1.0,0.8620689655172413,0.6551724137931034,0.68,0.8214285714285714,0.9642857142857143,1.0,0.813953488372093,0.7093023255813954,0.7857142857142857,79.0,27.0,12.0,22.0,11.0,34.0,79.0,27.0,12.0,22.0,11.0,34.0,0.5,0.5357142857142857,0.6274509803921569,,0.5483870967741935,0.5847457627118644,0.6,42.0,7.0,8.0,9.0,17.0,51.0,0.5217920696699213,1.3497464494529376,4.5303571428571425,0.5822784810126582,0.38461538461538464,4.483076923076923,0.6378378378378379,0.6146179401993356,0.14373897707231043
2022-07-06_09h03.35.813,0.7973856209150327,0.477124183006536,1.0,19.0,13.0,8.0,9.0,2.0,0.7563295912103262,0.9719221614074638,1.0,19.0,13.0,8.0,9.0,2.0,0.7583842104815544,0.9764392845125739,2.0,8.0,12.0,8.0,4.0,12.0,1.2815752198207049,1.3950152638219366,2.0,6.0,1.0,2.0,6.0,1.0,0.821859566833176,1.3555436044451024,6.0,12.0,8.0,6.0,12.0,5.0,0.8584892396425269,1.3674587981208868,1.0,1.0,1.0,0.9285714285714286,0.07142857142857142,0.07692307692307693,0.6785714285714286,0.9642857142857143,0.9473684210526315,0.7586206896551724,0.28735632183908044,0.30303030303030304,1.0,0.9,0.9,0.9310344827586207,0.27586206896551724,0.2962962962962963,0.6785714285714286,0.9642857142857143,1.0,0.7790697674418605,0.4418604651162791,0.47761194029850745,46.0,64.0,52.0,17.0,5.0,1.0,46.0,64.0,52.0,17.0,5.0,1.0,0.2,0.5217391304347826,0.5,0.25,0.6428571428571429,0.5346534653465347,0.46511627906976744,13.0,32.0,28.0,18.0,25.0,18.0,0.9202071220908339,1.3203912299762832,4.464782608695653,0.7637130801687764,0.36538461538461536,4.433684210526315,0.8756756756756757,0.7359154929577465,0.17458163726820441
2022-07-06_10h02.29.464,0.7843137254901961,0.6372549019607843,8.0,13.0,13.0,11.0,6.0,1.0,-0.6232508618398659,1.1104772826285965,8.0,13.0,13.0,11.0,6.0,1.0,-0.6231109352641756,1.1109271111416406,17.0,4.0,5.0,8.0,4.0,2.0,-1.1281340728749754,1.8372711821843095,11.0,8.0,4.0,0.0,1.0,3.0,-1.2471381680718503,1.917596501700441,20.0,12.0,6.0,7.0,4.0,0.0,-1.3027902091016907,1.4252456091703853,0.9,0.9,0.8888888888888888,1.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.9285714285714286,0.8888888888888888,0.7931034482758621,0.45977011494252873,0.4057971014492754,1.0,0.7,0.7,0.896551724137931,0.6896551724137931,0.6923076923076923,0.5714285714285714,0.75,0.875,0.7441860465116279,0.6511627906976745,0.609375,7.0,24.0,44.0,55.0,40.0,15.0,7.0,24.0,44.0,55.0,40.0,15.0,0.3333333333333333,0.35,0.14814814814814814,0.3333333333333333,0.18181818181818182,0.23809523809523808,0.2028985507246377,51.0,27.0,21.0,20.0,9.0,6.0,-1.2205153746064508,1.560108338225774,4.502,0.3924050632911392,0.34615384615384615,4.481428571428571,0.40540540540540543,0.3527397260273973,0.2035778985507246
2022-07-06_11h00.59.781,0.8660130718954249,0.5980392156862745,5.0,12.0,15.0,8.0,6.0,6.0,0.9850969087094426,0.9517972868714087,5.0,12.0,15.0,8.0,6.0,6.0,0.9872997100275375,0.9622645413287646,3.0,6.0,9.0,2.0,2.0,20.0,1.7486562887127788,1.5633592319811702,1.0,3.0,6.0,4.0,5.0,12.0,1.6596140909706318,1.1281185510518363,4.0,1.0,9.0,2.0,6.0,27.0,2.1308336807727617,1.6308427868771245,1.0,1.0,1.0,0.9642857142857143,0.32142857142857145,0.3333333333333333,0.7142857142857143,0.8214285714285714,0.8,0.8620689655172413,0.4482758620689655,0.44,1.0,1.0,1.0,1.0,0.41379310344827586,0.41379310344827586,0.6428571428571429,0.9642857142857143,0.9444444444444444,0.8837209302325582,0.6162790697674418,0.6710526315789473,73.0,63.0,35.0,6.0,4.0,4.0,73.0,63.0,35.0,6.0,4.0,4.0,0.16666666666666666,0.5714285714285714,0.6774193548387096,0.3333333333333333,0.75,0.6695652173913044,0.6307692307692307,9.0,14.0,28.0,10.0,13.0,60.0,1.786543296786341,1.3916525341913126,4.4836585365853665,0.8059071729957806,0.38461538461538464,4.542424242424243,0.9243243243243243,0.8061224489795918,0.23105263157894734
