,ABT1overall,ABT2overall,DistALL_1,DistALL_2,DistALL_3,DistALL_4,DistALL_5,DistALL_6,DistALL_UVSD_d,DistALL_UVSD_s,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_UVSD_d,Dist_UVSD_s,L1blink_1,L1blink_2,L1blink_3,L1blink_4,L1blink_5,L1blink_6,L1blink_UVSD_d,L1blink_UVSD_s,L1cor_1,L1cor_2,L1cor_3,L1cor_4,L1cor_5,L1cor_6,L1cor_UVSD_d,L1cor_UVSD_s,L5_1,L5_2,L5_3,L5_4,L5_5,L5_6,L5_UVSD_d,L5_UVSD_s,Lag1_T1A_T2A_T1,Lag1_T1A_T2A_T2,Lag1_T1A_T2A_T2_T1,Lag1_T1A_T2P_T1,Lag1_T1A_T2P_T2,Lag1_T1A_T2P_T2_T1,Lag1_T1P_T2A_T1,Lag1_T1P_T2A_T2,Lag1_T1P_T2A_T2_T1,Lag1_T1P_T2P_T1,Lag1_T1P_T2P_T2,Lag1_T1P_T2P_T2_T1,Lag5_T1A_T2A_T1,Lag5_T1A_T2A_T2,Lag5_T1A_T2A_T2_T1,Lag5_T1A_T2P_T1,Lag5_T1A_T2P_T2,Lag5_T1A_T2P_T2_T1,Lag5_T1P_T2A_T1,Lag5_T1P_T2A_T2,Lag5_T1P_T2A_T2_T1,Lag5_T1P_T2P_T1,Lag5_T1P_T2P_T2,Lag5_T1P_T2P_T2_T1,NovALL_1,NovALL_2,NovALL_3,NovALL_4,NovALL_5,NovALL_6,Nov_1,Nov_2,Nov_3,Nov_4,Nov_5,Nov_6,PP1T2_mem,PP1blink_mem,PP1cor_mem,PP1miss_mem,PP5cor_mem,T1Overall,T2Overall,TargALL_1,TargALL_2,TargALL_3,TargALL_4,TargALL_5,TargALL_6,TargALL_UVSD_d,TargALL_UVSD_s,blinkFam,distMem,distracter_mem,nonBlinkFam,novel_mem,targMem,blinkMag
2022-07-06_12h28.12.803,0.9313725490196079,0.7287581699346405,7.0,3.0,2.0,5.0,7.0,28.0,1.2008609158859183,1.275660300905729,7.0,3.0,2.0,5.0,7.0,28.0,1.2034931290548692,1.2793860785284414,3.0,1.0,2.0,3.0,4.0,15.0,1.1203860266087924,1.0891440939623411,3.0,3.0,6.0,1.0,2.0,39.0,1.7630014314897864,1.4439998382233081,9.0,0.0,4.0,3.0,6.0,27.0,1.2507632493261553,1.5426383386752192,1.0,0.5,0.5,0.8928571428571429,0.8928571428571429,0.92,0.8571428571428571,0.6785714285714286,0.625,0.9655172413793104,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,0.9310344827586207,0.7931034482758621,0.7777777777777778,0.7857142857142857,0.5357142857142857,0.5454545454545454,0.9651162790697675,0.8604651162790697,0.8554216867469879,71.0,38.0,31.0,11.0,9.0,25.0,71.0,38.0,31.0,11.0,9.0,25.0,0.0,0.7857142857142857,0.7777777777777778,0.0,0.6756756756756757,0.7596899224806202,0.711340206185567,16.0,5.0,13.0,7.0,12.0,81.0,1.4928622272832073,1.470200551318606,4.505357142857143,0.759493670886076,0.7692307692307693,4.494727272727273,0.7567567567567568,0.745928338762215,0.1887550200803213
2022-07-07_10h53.25.000,0.8888888888888888,0.8006535947712419,1.0,7.0,10.0,14.0,9.0,11.0,1.6673877280776865,1.0343254694476702,1.0,7.0,10.0,14.0,9.0,11.0,1.6962453818745842,1.0719953791170715,0.0,2.0,5.0,4.0,4.0,8.0,1.9377252620919905,1.2250073851397643,3.0,7.0,13.0,11.0,9.0,12.0,1.6154503146305323,1.1985108810106078,4.0,10.0,11.0,12.0,5.0,7.0,1.3041133410265617,1.164997871112219,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.6785714285714286,0.9642857142857143,1.0,0.9195402298850575,0.7241379310344828,0.7,1.0,0.9,0.9,1.0,0.7931034482758621,0.7931034482758621,0.7857142857142857,0.9285714285714286,0.9090909090909091,0.8604651162790697,0.7790697674418605,0.7972972972972973,80.0,53.0,41.0,10.0,0.0,1.0,80.0,53.0,41.0,10.0,0.0,1.0,0.0,0.6956521739130435,0.5818181818181818,,0.5161290322580645,0.6016949152542372,0.5,7.0,23.0,32.0,27.0,18.0,27.0,1.5031144672854235,1.1370984000583546,4.499583333333334,0.8776371308016878,0.6538461538461539,4.488363636363637,0.9405405405405406,0.7906976744186046,0.0972972972972973
2022-07-07_12h34.55.191,0.8954248366013072,0.7875816993464052,1.0,4.0,16.0,9.0,9.0,13.0,1.48436498983408,1.5055375657746328,1.0,4.0,16.0,9.0,9.0,13.0,1.5084439761980435,1.5389770437068293,0.0,1.0,5.0,6.0,7.0,7.0,1.746809748991027,1.437611903399861,0.0,3.0,7.0,7.0,13.0,17.0,2.059566805195582,1.5704508906562822,1.0,8.0,7.0,9.0,13.0,11.0,1.5014178729093064,1.612010932691981,1.0,0.9,0.9,1.0,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.9642857142857143,0.9583333333333334,0.8620689655172413,0.6666666666666666,0.64,1.0,0.9,0.9,0.896551724137931,0.6551724137931034,0.6153846153846154,0.8928571428571429,0.9285714285714286,0.96,0.8837209302325582,0.872093023255814,0.868421052631579,19.0,61.0,83.0,17.0,4.0,1.0,19.0,61.0,83.0,17.0,4.0,1.0,0.2,0.7692307692307693,0.7872340425531915,0.0,0.7142857142857143,0.7586206896551724,0.6767676767676768,2.0,15.0,25.0,23.0,34.0,35.0,1.671153262546253,1.4969121276499873,4.496923076923077,0.8185654008438819,0.5961538461538461,4.5,0.8810810810810811,0.8098360655737705,0.22842105263157897
2022-07-07_13h31.02.890,0.869281045751634,0.5816993464052288,6.0,13.0,4.0,18.0,6.0,5.0,-0.5226963686181423,1.3255432770251814,6.0,13.0,4.0,18.0,6.0,5.0,-0.46624648674470553,1.5234693764571168,25.0,21.0,6.0,7.0,4.0,3.0,-1.30269397581375,1.0536800437370446,3.0,3.0,2.0,0.0,0.0,1.0,1.0407707046182912,1.9966098111185506,18.0,17.0,5.0,6.0,3.0,0.0,-0.6628869856031828,0.8385517029964904,1.0,1.0,1.0,1.0,0.6071428571428571,0.6071428571428571,0.7142857142857143,1.0,1.0,0.8850574712643678,0.1839080459770115,0.11688311688311688,1.0,1.0,1.0,0.9655172413793104,0.5862068965517241,0.6071428571428571,0.75,1.0,1.0,0.8372093023255814,0.6046511627906976,0.6666666666666666,8.0,8.0,32.0,71.0,48.0,18.0,8.0,8.0,32.0,71.0,48.0,18.0,0.42857142857142855,0.21212121212121213,0.1111111111111111,1.0,0.13043478260869565,0.15789473684210525,0.20930232558139536,47.0,43.0,14.0,15.0,10.0,5.0,-1.4981108552741087,1.4702643397928152,4.481044776119404,0.32489451476793246,0.5576923076923077,4.583333333333333,0.2594594594594595,0.24573378839590443,0.5497835497835497
2022-07-07_14h52.56.649,0.7254901960784313,0.4150326797385621,6.0,8.0,31.0,2.0,0.0,5.0,0.44090617457791564,0.9398196867488808,6.0,8.0,31.0,2.0,0.0,5.0,0.4415488445705274,0.9401182383579583,9.0,8.0,20.0,1.0,1.0,13.0,0.6241592591802853,1.4578461540057235,1.0,1.0,5.0,0.0,0.0,2.0,0.6972454491164296,1.2309392139231006,14.0,6.0,16.0,0.0,3.0,10.0,0.33868077011629943,1.6746796609202639,0.9,1.0,1.0,1.0,0.07142857142857142,0.07142857142857142,0.6428571428571429,1.0,1.0,0.7126436781609196,0.1839080459770115,0.14516129032258066,0.9,0.9,1.0,0.9655172413793104,0.27586206896551724,0.25,0.6071428571428571,1.0,1.0,0.5930232558139535,0.3023255813953488,0.3137254901960784,46.0,46.0,71.0,11.0,6.0,5.0,46.0,46.0,71.0,11.0,6.0,5.0,0.0,0.28846153846153844,0.2222222222222222,0.17647058823529413,0.2857142857142857,0.2777777777777778,0.26666666666666666,31.0,17.0,53.0,3.0,4.0,26.0,0.40658224050583414,1.4563700860898685,4.503207547169811,0.7172995780590717,0.1346153846153846,4.4375,0.8810810810810811,0.6678700361010831,0.16856419987349777
2022-07-08_10h00.24.019,0.803921568627451,0.6830065359477124,6.0,14.0,11.0,7.0,5.0,9.0,0.09921477821362207,1.0280952814067497,6.0,14.0,11.0,7.0,5.0,9.0,0.09939547567798156,1.028689815784028,1.0,4.0,8.0,2.0,1.0,2.0,0.09813857446598377,0.8084815552448509,5.0,13.0,13.0,8.0,4.0,13.0,0.2421135594535873,1.0443475248299607,3.0,12.0,10.0,9.0,5.0,10.0,0.2709599525933377,0.9448142677873217,0.8,0.3,0.25,0.7857142857142857,0.4642857142857143,0.45454545454545453,0.8214285714285714,0.42857142857142855,0.391304347826087,0.8735632183908046,0.7586206896551724,0.7631578947368421,0.8,0.4,0.5,0.7241379310344828,0.7931034482758621,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.813953488372093,0.813953488372093,0.8857142857142857,23.0,58.0,33.0,32.0,11.0,28.0,23.0,58.0,33.0,32.0,11.0,28.0,0.25,0.2777777777777778,0.44642857142857145,0.3333333333333333,0.59375,0.45132743362831856,0.47115384615384615,10.0,33.0,34.0,20.0,12.0,25.0,0.20112066940124806,0.9294776747598054,4.436470588235294,0.569620253164557,0.40384615384615385,4.510862068965517,0.6162162162162163,0.5496688741721855,0.12255639097744353
2022-07-08_10h33.44.667,0.8496732026143791,0.7810457516339869,0.0,8.0,9.0,9.0,13.0,13.0,0.7467654856122189,0.7736917414655167,0.0,8.0,9.0,9.0,13.0,13.0,0.7481976038329909,0.7777310741141086,0.0,4.0,1.0,4.0,1.0,11.0,1.0393814657526983,1.2175795278876766,4.0,7.0,11.0,6.0,5.0,23.0,0.8663049520023866,1.2643324050011517,1.0,6.0,9.0,1.0,7.0,25.0,1.1416605279799366,1.2163936665933355,1.0,0.9,0.9,0.9642857142857143,0.7142857142857143,0.7037037037037037,0.75,0.8571428571428571,0.8571428571428571,0.9080459770114943,0.7241379310344828,0.7341772151898734,0.9,0.9,0.8888888888888888,0.9310344827586207,0.5862068965517241,0.6296296296296297,0.6071428571428571,0.7857142857142857,0.8235294117647058,0.813953488372093,0.872093023255814,0.9142857142857143,31.0,58.0,42.0,22.0,11.0,21.0,31.0,58.0,42.0,22.0,11.0,21.0,0.6,0.7619047619047619,0.6071428571428571,0.3333333333333333,0.6571428571428571,0.652542372881356,0.6346153846153846,6.0,18.0,23.0,11.0,14.0,62.0,1.05470582386977,1.2511222805845152,4.548571428571428,0.70042194092827,0.6730769230769231,4.489473684210527,0.7081081081081081,0.6819672131147541,0.1801084990958408
2022-07-08_12h30.50.761,0.9150326797385621,0.6928104575163399,19.0,5.0,4.0,3.0,6.0,15.0,1.5259210286992644,0.9703297576604353,19.0,5.0,4.0,3.0,6.0,15.0,1.5267943806154218,0.9740405853842439,7.0,2.0,0.0,2.0,3.0,29.0,2.4887671545700027,1.3748352151096301,8.0,4.0,0.0,1.0,3.0,19.0,2.048789867028134,1.2216110670435252,10.0,5.0,5.0,3.0,6.0,20.0,1.835303721802697,0.8437651655021511,1.0,1.0,1.0,0.9642857142857143,0.75,0.7407407407407407,0.8928571428571429,0.9285714285714286,0.92,0.9195402298850575,0.4827586206896552,0.45,1.0,1.0,1.0,0.9310344827586207,0.7586206896551724,0.7407407407407407,0.8571428571428571,0.9642857142857143,0.9583333333333334,0.8953488372093024,0.627906976744186,0.6363636363636364,165.0,10.0,4.0,2.0,1.0,3.0,165.0,10.0,4.0,2.0,1.0,3.0,0.0,0.7906976744186046,0.6571428571428571,1.0,0.5862068965517241,0.6991869918699187,0.5675675675675675,30.0,12.0,5.0,6.0,12.0,69.0,2.0876561589266385,1.261301083802542,4.506976744186047,0.8565400843881856,0.46153846153846156,4.4894444444444455,0.9675675675675676,0.8494983277591973,0.18636363636363634
2022-07-11_11h04.03.027,0.8464052287581699,0.6470588235294118,21.0,6.0,0.0,1.0,1.0,23.0,0.8614200943497194,0.7780108503463798,21.0,6.0,0.0,1.0,1.0,23.0,0.5429440291313374,0.3156323873370883,17.0,2.0,1.0,1.0,0.0,25.0,1.1223411095312166,0.3820012369685477,5.0,1.0,0.0,1.0,0.0,20.0,1.7921862986143933,0.7084068169667115,18.0,1.0,1.0,2.0,2.0,25.0,1.0247236813045904,0.38126458136220276,1.0,0.7,0.7,0.9285714285714286,0.6785714285714286,0.6538461538461539,0.75,0.7142857142857143,0.7619047619047619,0.8620689655172413,0.40229885057471265,0.37333333333333335,0.9,0.6,0.5555555555555556,0.9655172413793104,0.6896551724137931,0.6785714285714286,0.6785714285714286,0.7142857142857143,0.7368421052631579,0.8255813953488372,0.8255813953488372,0.8309859154929577,140.0,4.0,4.0,8.0,2.0,27.0,140.0,4.0,4.0,8.0,2.0,27.0,0.2857142857142857,0.5652173913043478,0.7777777777777778,0.4,0.6176470588235294,0.6403508771929824,0.6363636363636364,47.0,5.0,2.0,4.0,2.0,74.0,1.1558712100682467,1.289409548315729,4.500425531914894,0.729957805907173,0.4807692307692308,4.547777777777777,0.8,0.7236842105263158,0.4576525821596244
2022-07-11_12h24.32.322,0.9019607843137255,0.5555555555555556,22.0,1.0,3.0,2.0,0.0,24.0,1.626185825876251,1.6404466996249367,22.0,1.0,3.0,2.0,0.0,24.0,1.6266462746429056,1.6444157460026434,8.0,0.0,2.0,1.0,1.0,42.0,2.797600006199271,1.5321690237388108,8.0,1.0,0.0,0.0,0.0,16.0,2.115495019112993,1.6894315678237626,14.0,0.0,2.0,2.0,0.0,31.0,2.2893517628497357,1.794741047698339,1.0,1.0,1.0,1.0,0.35714285714285715,0.35714285714285715,0.8214285714285714,1.0,1.0,0.9310344827586207,0.2988505747126437,0.30864197530864196,1.0,1.0,1.0,1.0,0.1724137931034483,0.1724137931034483,0.75,0.9642857142857143,0.9523809523809523,0.8604651162790697,0.627906976744186,0.7027027027027027,168.0,5.0,4.0,2.0,2.0,4.0,168.0,5.0,4.0,2.0,2.0,4.0,0.0,0.8148148148148148,0.64,0.0,0.8518518518518519,0.775,0.7272727272727273,35.0,1.0,5.0,3.0,1.0,89.0,2.8308850938048002,2.5007061358727545,4.485636363636364,0.8565400843881856,0.5,4.5028,0.9567567567567568,0.8754208754208754,0.3940607273940608
2022-07-11_13h59.46.198,0.9150326797385621,0.7189542483660131,15.0,15.0,3.0,4.0,2.0,13.0,1.18173231084936,0.9299044320521557,15.0,15.0,3.0,4.0,2.0,13.0,1.1821865744403257,0.9307987050898633,1.0,1.0,0.0,0.0,1.0,21.0,2.7015988457532436,1.3352364957553962,2.0,9.0,1.0,2.0,5.0,36.0,2.109583450762135,0.9359297884472216,6.0,6.0,3.0,2.0,4.0,28.0,1.947882519256009,1.1156799536797042,1.0,1.0,1.0,1.0,0.75,0.75,0.8214285714285714,0.8928571428571429,0.8695652173913043,0.9310344827586207,0.6781609195402298,0.691358024691358,1.0,0.9,0.9,1.0,0.5517241379310345,0.5517241379310345,0.75,0.8928571428571429,0.8571428571428571,0.9069767441860465,0.6395348837209303,0.6410256410256411,141.0,25.0,10.0,4.0,0.0,5.0,141.0,25.0,10.0,4.0,0.0,5.0,0.3333333333333333,0.9166666666666666,0.7818181818181819,0.0,0.75,0.7983870967741935,0.7528089887640449,11.0,16.0,7.0,5.0,10.0,85.0,2.1867342630629625,1.1273517648824931,4.43,0.8227848101265823,0.36538461538461536,4.522363636363637,0.9513513513513514,0.8825503355704698,-0.05033238366571691
2022-07-11_14h57.30.434,0.8660130718954249,0.6372549019607843,7.0,10.0,7.0,9.0,4.0,15.0,0.7284874214368058,0.989934160639591,7.0,10.0,7.0,9.0,4.0,15.0,0.72769680837223,0.9880918169660998,4.0,3.0,3.0,2.0,6.0,21.0,1.333948730398609,1.3000505942277873,3.0,2.0,1.0,2.0,9.0,17.0,1.283798733309141,1.09728670379253,13.0,2.0,1.0,2.0,1.0,30.0,1.8762008961482746,3.3260454619417423,1.0,0.7,0.7,0.8928571428571429,0.5714285714285714,0.64,0.9285714285714286,0.8571428571428571,0.8846153846153846,0.8620689655172413,0.5057471264367817,0.4533333333333333,0.8,0.8,0.75,0.896551724137931,0.6206896551724138,0.6153846153846154,0.75,0.7857142857142857,0.9523809523809523,0.8604651162790697,0.6511627906976745,0.6756756756756757,68.0,48.0,28.0,15.0,7.0,19.0,68.0,48.0,28.0,15.0,7.0,19.0,0.6,0.7435897435897436,0.8235294117647058,0.5,0.75,0.7586206896551724,0.75,20.0,8.0,9.0,7.0,18.0,72.0,1.46968128184273,1.6366714861852538,4.4585,0.7257383966244726,0.5384615384615384,4.531176470588235,0.7783783783783784,0.7684563758389261,0.22234234234234235
2022-07-11_16h46.39.902,0.826797385620915,0.3888888888888889,14.0,0.0,0.0,0.0,0.0,38.0,0.43667332089456085,0.3968479933539645,14.0,0.0,0.0,0.0,0.0,38.0,0.6295117693958049,0.5214149606965544,18.0,2.0,1.0,0.0,0.0,41.0,0.6683094538860334,1.0630380547365497,7.0,0.0,0.0,0.0,0.0,4.0,0.23839925977996845,0.6261358764838854,17.0,1.0,0.0,0.0,0.0,31.0,0.633527055803043,0.6677589124809952,0.9,0.9,0.8888888888888888,0.8928571428571429,0.17857142857142858,0.2,0.75,0.9642857142857143,0.9523809523809523,0.8620689655172413,0.16091954022988506,0.16,1.0,1.0,1.0,0.6896551724137931,0.1724137931034483,0.1,0.7857142857142857,0.8928571428571429,0.8636363636363636,0.8255813953488372,0.27906976744186046,0.28169014084507044,108.0,2.0,0.0,0.0,0.0,75.0,108.0,2.0,0.0,0.0,0.0,75.0,0.5,0.6612903225806451,0.36363636363636365,0.6,0.6363636363636364,0.6120689655172413,0.4827586206896552,47.0,3.0,1.0,0.0,0.0,83.0,0.39393202605018496,0.5341848854236996,4.497258064516129,0.6244725738396625,0.7307692307692307,4.560833333333334,0.5945945945945946,0.6014234875444839,0.12169014084507043
2022-07-12_14h50.11.074,0.9019607843137255,0.7745098039215687,2.0,14.0,11.0,0.0,3.0,22.0,0.33025854949610894,1.307648905929457,2.0,14.0,11.0,0.0,3.0,22.0,0.33351251746956756,1.3095713601801173,2.0,6.0,1.0,0.0,4.0,9.0,0.25480116235943484,1.481546412881807,7.0,9.0,15.0,0.0,7.0,18.0,0.12347794984618529,1.3604210539375439,9.0,9.0,15.0,0.0,1.0,15.0,-0.1075915342085809,1.531573689535253,1.0,1.0,1.0,0.9285714285714286,0.75,0.7692307692307693,0.8214285714285714,0.9642857142857143,0.9565217391304348,0.9195402298850575,0.7471264367816092,0.725,1.0,1.0,1.0,0.9655172413793104,0.6206896551724138,0.6071428571428571,0.7857142857142857,0.8928571428571429,0.9090909090909091,0.8953488372093024,0.7093023255813954,0.7142857142857143,10.0,48.0,64.0,0.0,19.0,44.0,10.0,48.0,64.0,0.0,19.0,44.0,0.2857142857142857,0.5909090909090909,0.44642857142857145,,0.42857142857142855,0.44166666666666665,0.42857142857142855,18.0,28.0,32.0,0.0,13.0,43.0,0.05738970973967849,1.4441705621523127,4.462857142857143,0.620253164556962,0.4807692307692308,4.496724137931036,0.6594594594594595,0.5838926174496645,-0.010714285714285676
2022-07-12_16h35.24.445,0.8758169934640523,0.8431372549019608,13.0,0.0,9.0,4.0,1.0,25.0,1.4966502385422336,1.071957514663625,13.0,0.0,9.0,4.0,1.0,25.0,1.4983571452813536,1.0814086193117245,6.0,0.0,0.0,0.0,0.0,10.0,1.638832683816005,1.9414415956885247,30.0,1.0,7.0,1.0,0.0,24.0,0.9482989855998516,1.90486590640331,29.0,1.0,6.0,2.0,1.0,10.0,0.5736067158544425,1.2860602637889444,1.0,1.0,1.0,1.0,0.9285714285714286,0.9285714285714286,0.75,0.9642857142857143,0.9523809523809523,0.9310344827586207,0.8045977011494253,0.7901234567901234,1.0,0.9,0.9,0.9655172413793104,0.7241379310344828,0.75,0.7142857142857143,0.75,0.75,0.813953488372093,0.8604651162790697,0.9142857142857143,144.0,9.0,20.0,1.0,1.0,10.0,144.0,9.0,20.0,1.0,1.0,10.0,0.16666666666666666,0.625,0.3968253968253968,,0.3235294117647059,0.4051724137931034,0.34234234234234234,70.0,2.0,13.0,3.0,1.0,45.0,0.6733488583276735,2.134708338738267,4.503529411764706,0.8565400843881856,0.5769230769230769,4.511746031746032,0.9351351351351351,0.7236842105263158,0.12416225749559084
2022-07-13_14h56.37.337,0.8202614379084967,0.5816993464052288,29.0,0.0,0.0,0.0,0.0,23.0,1.0585955771566913,0.2576543274155813,29.0,0.0,0.0,0.0,0.0,23.0,1.2433018713048334,0.9490253043145354,6.0,0.0,0.0,0.0,0.0,35.0,1.8333475704669395,0.5287202695364429,6.0,0.0,0.0,0.0,0.0,25.0,1.7038530175851687,0.47762756166760756,18.0,0.0,0.0,0.0,0.0,31.0,1.6290688595754055,0.8673943284446042,1.0,1.0,1.0,0.8928571428571429,0.5,0.48,0.8571428571428571,0.8571428571428571,0.875,0.8505747126436781,0.47126436781609193,0.43243243243243246,0.8,1.0,1.0,0.9655172413793104,0.4482758620689655,0.4642857142857143,0.6071428571428571,0.7857142857142857,0.7058823529411765,0.7558139534883721,0.5116279069767442,0.5692307692307692,171.0,0.0,0.0,1.0,0.0,13.0,171.0,0.0,0.0,1.0,0.0,13.0,0.3333333333333333,0.8536585365853658,0.8064516129032258,0.25,0.6190476190476191,0.7927927927927928,0.6818181818181818,39.0,0.0,0.0,0.0,0.0,95.0,1.1953007859474352,0.3895363100347898,4.468780487804879,0.8185654008438819,0.4423076923076923,4.5340625,0.9243243243243243,0.852233676975945,0.13679833679833675
2022-07-15_12h01.55.598,0.8954248366013072,0.7810457516339869,1.0,4.0,1.0,0.0,2.0,44.0,2.133029090513343,1.2696372566441747,1.0,4.0,1.0,0.0,2.0,44.0,2.1371291155003256,1.2730558128006002,2.0,2.0,1.0,0.0,1.0,23.0,1.876425787791307,1.4373720072319478,1.0,4.0,1.0,4.0,2.0,39.0,1.697947660694348,0.9842614318816864,2.0,3.0,2.0,4.0,5.0,33.0,1.4652145765962903,0.8863460003242568,1.0,1.0,1.0,0.8928571428571429,0.75,0.72,0.75,0.8928571428571429,0.9047619047619048,0.9425287356321839,0.6666666666666666,0.6463414634146342,1.0,0.9,0.9,0.9655172413793104,0.7241379310344828,0.7142857142857143,0.7857142857142857,0.9285714285714286,0.9090909090909091,0.8837209302325582,0.8023255813953488,0.8026315789473685,84.0,55.0,11.0,3.0,9.0,23.0,84.0,55.0,11.0,3.0,9.0,23.0,0.6,0.8275862068965517,0.8823529411764706,,0.8125,0.8617886178861789,0.8421052631578947,7.0,9.0,4.0,8.0,8.0,98.0,1.8268203324407237,1.17672653112372,4.473214285714286,0.8270042194092827,0.8846153846153846,4.5073584905660375,0.8108108108108109,0.8211920529801324,0.1562901155327343
2022-07-15_13h59.26.567,0.8333333333333334,0.6470588235294118,1.0,16.0,9.0,4.0,9.0,13.0,0.9223754188249867,1.1930495808235544,1.0,16.0,9.0,4.0,9.0,13.0,0.9291366609978862,1.2091037761510328,0.0,5.0,3.0,6.0,3.0,13.0,1.396655150850937,1.2848971300118515,1.0,13.0,2.0,4.0,9.0,18.0,1.2653136926668151,1.4680783609119672,0.0,16.0,9.0,4.0,5.0,15.0,1.007252457776365,1.2198584351233936,1.0,1.0,1.0,0.9285714285714286,0.39285714285714285,0.38461538461538464,0.6428571428571429,0.8214285714285714,0.7222222222222222,0.9080459770114943,0.5632183908045977,0.5949367088607594,1.0,0.9,0.9,0.8620689655172413,0.5517241379310345,0.52,0.6785714285714286,0.8214285714285714,0.8421052631578947,0.7906976744186046,0.6627906976744186,0.6470588235294118,13.0,118.0,19.0,15.0,13.0,7.0,13.0,118.0,19.0,15.0,13.0,7.0,0.0,0.7333333333333333,0.6595744680851063,0.16666666666666666,0.6666666666666666,0.6695652173913044,0.5903614457831325,2.0,40.0,14.0,14.0,18.0,46.0,1.1481990288669228,1.3086966601735806,4.4584375,0.7426160337552743,0.5,4.526170212765958,0.8108108108108109,0.7482993197278912,0.05212211466865235
2022-07-15_16h00.25.166,0.9117647058823529,0.7581699346405228,4.0,5.0,11.0,8.0,11.0,13.0,1.1674922816830189,1.2393291562188606,4.0,5.0,11.0,8.0,11.0,13.0,1.1645148918763875,1.234653059153037,3.0,1.0,3.0,2.0,11.0,18.0,1.8449104038625561,1.6124145091453417,2.0,8.0,1.0,5.0,4.0,18.0,1.6475953731593869,1.7545850440390762,6.0,9.0,4.0,3.0,7.0,20.0,1.4080307649129706,1.9251373034759074,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.8214285714285714,0.7857142857142857,0.7391304347826086,0.896551724137931,0.5287356321839081,0.48717948717948717,1.0,0.9,0.9,0.9655172413793104,0.7586206896551724,0.75,0.7857142857142857,0.9285714285714286,0.9545454545454546,0.9302325581395349,0.8953488372093024,0.9,45.0,75.0,25.0,25.0,11.0,4.0,45.0,75.0,25.0,25.0,11.0,4.0,0.5,0.8157894736842105,0.7105263157894737,0.0,0.6578947368421053,0.7355371900826446,0.6477272727272727,14.0,18.0,10.0,14.0,22.0,56.0,1.6025356995915903,1.828354844161173,4.455128205128205,0.7468354430379747,0.6153846153846154,4.527894736842105,0.7837837837837838,0.7532467532467533,0.41282051282051285
2022-07-15_17h02.04.569,0.8627450980392157,0.761437908496732,0.0,11.0,9.0,7.0,4.0,21.0,1.519194366480114,1.5165736039596687,0.0,11.0,9.0,7.0,4.0,21.0,1.5724040757598905,1.582835045115824,0.0,3.0,2.0,2.0,3.0,24.0,2.804507982769801,2.141817616220646,0.0,3.0,7.0,5.0,10.0,12.0,1.6202496194773115,1.192728753362954,0.0,11.0,12.0,3.0,3.0,20.0,1.5094319132321559,1.637730648303977,1.0,0.9,0.9,0.9642857142857143,0.8928571428571429,0.8888888888888888,0.8214285714285714,0.8928571428571429,0.8695652173913043,0.8390804597701149,0.5517241379310345,0.5205479452054794,1.0,1.0,1.0,0.9655172413793104,0.7586206896551724,0.7857142857142857,0.6785714285714286,0.8928571428571429,0.9473684210526315,0.8604651162790697,0.8023255813953488,0.8378378378378378,12.0,101.0,54.0,10.0,5.0,3.0,12.0,101.0,54.0,10.0,5.0,3.0,0.0,0.8529411764705882,0.7297297297297297,0.75,0.5714285714285714,0.7168141592920354,0.5517241379310345,0.0,23.0,26.0,10.0,17.0,58.0,1.7024840972249256,1.4517598251645076,4.502058823529412,0.8396624472573839,0.6153846153846154,4.514736842105265,0.9027027027027027,0.8065573770491803,0.3172898926323584
2022-07-17_12h00.56.937,0.8758169934640523,0.8660130718954249,6.0,6.0,10.0,14.0,7.0,9.0,0.8129324933234414,1.3902493056960807,6.0,6.0,10.0,14.0,7.0,9.0,0.8123499986553507,1.3860102208307052,0.0,2.0,1.0,2.0,5.0,3.0,1.2004581634867968,1.2688253022798015,2.0,7.0,8.0,11.0,14.0,16.0,1.3000952346081687,1.3058897656878,3.0,16.0,7.0,4.0,9.0,10.0,0.7913042607256664,1.4483580397642086,1.0,0.8,0.8,1.0,0.8214285714285714,0.8214285714285714,0.7142857142857143,0.9285714285714286,0.95,0.8390804597701149,0.8390804597701149,0.821917808219178,1.0,0.7,0.7,1.0,0.8275862068965517,0.8275862068965517,0.8214285714285714,0.9642857142857143,1.0,0.872093023255814,0.8953488372093024,0.9066666666666666,25.0,84.0,33.0,26.0,14.0,3.0,25.0,84.0,33.0,26.0,14.0,3.0,0.6923076923076923,0.7692307692307693,0.7068965517241379,0.0,0.4722222222222222,0.6460176991150443,0.6120689655172413,6.0,28.0,17.0,22.0,31.0,30.0,1.089249832537633,1.334634593076248,4.510833333333333,0.7257383966244726,0.5769230769230769,4.504333333333334,0.7675675675675676,0.7156862745098039,0.08474885844748858
