trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,textbox_2.started,textbox_2.stopped,textbox_3.started,textbox_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,textbox_6.started,textbox_6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,textbox_4.started,textbox_4.stopped,option1_3.started,option1_3.stopped,text_7.started,text_7.stopped,curStimTim,displayPicture_4.started,displayPicture_4.stopped,polygon_16.started,polygon_16.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_17.started,polygon_17.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,textbox_5.started,textbox_5.stopped,B0,B1,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,space,25.324791300000015,13.859122200000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag7,7,5,12,0.2,0.05,0.5,,0,0,0,7,,,,,,,,,13.859122200000002,None,birdhouse.jpg,penguin.jpg,uprightpiano01.jpg,dandelion.jpg,lily.jpg,hulahoop.jpg,airhockeytable.jpg,hockeypuck.jpg,ear.jpg,rooster.jpg,parrot01.jpg,mattress.jpg,cupcake.jpg,saxophone.jpg,recyclingbin.jpg,windshieldwiper02.jpg,tree.jpg,39.22521809999989,41.97522059999983,41.70858199999975,None,1,0,14,42.208334899999954,None,42.208334899999954,None,.\resources\mattress.jpg,45.97484600000007,None,1,45.97484600000007,None,left,1.3611329000000296,45.97484600000007,None,47.3581280999997,None,1,right,1.1698292000000947,47.3581280999997,None,47.3581280999997,None,48.57469339999989,None,None,49.57456500999992,None,49.57456500999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag7,7,4,11,0.2,0.05,0.5,,0,1,1,2,,,,,,,,,,,airhockeytable.jpg,tulip02.jpg,wheelbarrow01.jpg,worldmap.jpg,helicopter.jpg,parkingmeter.jpg,bowtie.jpg,snowshoe.jpg,tree.jpg,knee.jpg,cymbal.jpg,stool01.jpg,kangaroo.jpg,chainsaw.jpg,leafrake.jpg,lizard.jpg,fishskeleton.jpg,49.574672400000054,52.32499890000008,52.05835969999998,None,0,1,13,52.57497969999986,None,52.57497969999986,None,.\resources\cymbal.jpg,56.07424869999977,None,1,56.07424869999977,None,right,2.309625099999721,56.07424869999977,None,58.42403349999995,None,1,left,1.0238349999999627,58.42403349999995,None,58.42403349999995,None,59.47395400000005,None,None,60.47378571000004,None,60.47378571000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag4,4,4,8,0.2,0.05,0.5,,0,2,2,13,,,,,,,,,,,kite.jpg,tarantula.jpg,anchor.jpg,crosscountryski.jpg,bed.jpg,volleyball.jpg,saltshaker03a.jpg,seal.jpg,lollipop04.jpg,kangaroo.jpg,surfboard.jpg,tortoise01.jpg,nosmokingsign.jpg,fishskeleton.jpg,nose.jpg,punchingbag.jpg,worldmap.jpg,60.49057709999988,63.24079230000007,62.974083900000096,None,1,1,10,63.47368129999995,None,63.47368129999995,None,.\resources\seal.jpg,66.22348280000006,None,1,66.22348280000006,None,left,1.2323510000001079,66.22348280000006,None,67.47337339999967,None,1,left,0.6865579999998772,67.47337339999967,None,67.47337339999967,None,68.20665710000003,None,None,69.20649010999992,None,69.20649010999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag3,3,3,6,0.2,0.05,0.5,,0,3,3,5,,,,,,,,,,,key07.jpg,birdnest.jpg,parachute.jpg,trampoline.jpg,cobra.jpg,steeringwheel.jpg,wallclock.jpg,moose.jpg,escalator.jpg,lighthouse.jpg,kneepad01c.jpg,cymbal.jpg,spear02.jpg,eiffeltower.jpg,greatwhiteshark.jpg,squid.jpg,daddylonglegs.jpg,69.20659369999976,71.95679699999982,71.68974019999996,None,1,1,8,72.1897042999999,None,72.1897042999999,None,.\resources\steeringwheel.jpg,74.45620719999988,None,1,74.45620719999988,None,left,1.2397060000002966,74.45620719999988,None,75.73945079999976,None,1,left,0.7243984000001547,75.73945079999976,None,75.73945079999976,None,76.50608789999978,None,None,77.5058831099997,None,77.5058831099997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag5,5,4,9,0.2,0.05,0.5,,0,4,4,6,,,,,,,,,,,calendar.jpg,mummy.jpg,beaver.jpg,marble.jpg,masquerademask01.jpg,parkingmeter.jpg,helicopter.jpg,jellybean.jpg,bowtie.jpg,chair.jpg,rose.jpg,snowshovel.jpg,cork02.jpg,beerbottle.jpg,cashregister01.jpg,barrel01.jpg,chimney.jpg,77.52265559999978,80.2728474999999,80.00623229999974,None,0,0,11,80.5057741999999,None,80.5057741999999,None,.\resources\bowtie.jpg,83.52221999999983,None,1,83.52221999999983,None,right,0.5016303000002154,83.52221999999983,None,84.055519,None,1,right,0.7122918000000027,84.055519,None,84.055519,None,84.80547219999971,None,None,85.80526810999996,None,85.80526810999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag4,4,3,7,0.2,0.05,0.5,,0,5,5,1,,,,,,,,,,,uprightpiano01.jpg,curtain.jpg,penguin.jpg,cannon.jpg,rubikcube.jpg,hotdogweiner.jpg,brownsugar.jpg,toilet.jpg,bow.jpg,sheep.jpg,daddylonglegs.jpg,icecube02.jpg,popcorn.jpg,moose.jpg,humanskeleton.jpg,airhockeytable.jpg,cactus.jpg,85.80538569999999,88.55556829999978,88.2889181999999,None,1,1,9,88.78850489999968,None,88.78850489999968,None,.\resources\brownsugar.jpg,91.30498360000001,None,1,91.30498360000001,None,left,1.4550884000000224,91.30498360000001,None,92.78821059999973,None,1,left,0.5475722999999562,92.78821059999973,None,92.78821059999973,None,93.3715057999998,None,None,94.37132580999983,None,94.37132580999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag2,2,3,5,0.2,0.05,0.5,,0,6,6,4,,,,,,,,,,,bat.jpg,windshieldwiper02.jpg,horse.jpg,dartboard.jpg,duck01.jpg,treadmill.jpg,acorn.jpg,lightswitch01.jpg,masquerademask01.jpg,cow.jpg,bumpercar.jpg,wallclock.jpg,toolbox02.jpg,worldmap.jpg,christmaslights.jpg,daddylonglegs.jpg,pumpkin.jpg,94.38810429999967,97.13829159999977,96.87165669999968,None,1,0,7,97.3712201999997,None,97.3712201999997,None,.\resources\duck01.jpg,99.3877852999999,None,1,99.3877852999999,None,left,2.316010400000323,99.3877852999999,None,101.75470429999996,None,1,right,0.9330802999998014,101.75470429999996,None,101.75470429999996,None,102.72131739999986,None,None,103.72112510999992,None,103.72112510999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag1,1,3,4,0.2,0.05,0.5,,0,7,7,3,,,,,,,,,,,alligator.jpg,squid.jpg,urinal.jpg,snowman.jpg,cigar.jpg,acorn.jpg,electricguitar01.jpg,raccoon.jpg,barrel01.jpg,helicopter.jpg,accordion01.jpg,spear02.jpg,snowshovel.jpg,windshieldwiper02.jpg,banjo.jpg,foosballtable.jpg,knee.jpg,103.73792229999981,106.48730279999972,106.22069169999986,None,0,1,6,106.73728369999981,None,106.73728369999981,None,.\resources\snowman.jpg,108.4871564,None,1,108.4871564,None,right,1.8006577000001016,108.4871564,None,110.30363989999978,None,1,left,0.7521618000000672,110.30363989999978,None,110.30363989999978,None,111.10399419999976,None,None,112.10343520999973,None,112.10343520999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,8,8,8,,,,,,,,,,,birdhouse.jpg,fingerprint.jpg,scooter.jpg,whiteout.jpg,eye.jpg,birdnest.jpg,helicopter.jpg,bacon.jpg,marble.jpg,noparkingsign.jpg,skateboard.jpg,leafblower01.jpg,skunk.jpg,parrot01.jpg,skippingrope.jpg,bowtie.jpg,witchhat.jpg,112.12058410000009,114.87037849999979,114.58706799999982,None,0,1,13,115.08663099999967,None,115.08663099999967,None,.\resources\skateboard.jpg,118.6030437999998,None,1,118.6030437999998,None,right,1.6207555999999386,118.6030437999998,None,120.2695761,None,1,left,0.6422789999996894,120.2695761,None,120.2695761,None,120.95286510000005,None,None,121.95273211000008,None,121.95273211000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Apr_08_1332,AB_pic_singleT2,2021.1.2,60.01064588853873,
