trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,textbox_2.started,textbox_2.stopped,textbox_3.started,textbox_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,textbox_6.started,textbox_6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,textbox_4.started,textbox_4.stopped,option1_3.started,option1_3.stopped,text_7.started,text_7.stopped,curStimTim,stimOFF0,stimON0,stimOFF1,stimON1,stimOFF2,stimON2,stimOFF3,stimON3,stimOFF4,stimON4,stimOFF5,stimON5,stimOFF6,stimON6,stimOFF7,stimON7,stimOFF8,stimON8,stimOFF9,stimON9,stimOFF10,stimON10,stimOFF11,stimON11,stimOFF12,stimON12,stimOFF13,stimON13,displayPicture_4.started,displayPicture_4.stopped,polygon_16.started,polygon_16.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_17.started,polygon_17.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,textbox_5.started,textbox_5.stopped,B0,B1,stimOFF14,stimON14,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,space,13.700383399999737,18.738375200000064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag1,1,4,5,0.2,0.05,0.5,,0,0,0,12,,,,,,,,,18.738375200000064,None,birdhouse.jpg,bow.jpg,sausage.jpg,coffeemaker.jpg,statue.jpg,chair.jpg,key07.jpg,licenseplate.jpg,giraffe.jpg,jellyfish.jpg,swing.jpg,dormer.jpg,vacuumcleaner01.jpg,bridge.jpg,daddylonglegs.jpg,ant.jpg,safe.jpg,32.49636039999996,35.24640420000014,34.96309629999996,None,1,0,7,35.4628646000001,None,35.4628646000001,None,.\resources\statue.jpg,37.47939700000006,None,0,37.47939700000006,None,right,0.679312100000061,37.47939700000006,None,38.179337399999895,None,1,right,3.4594190000002527,38.179337399999895,None,38.179337399999895,None,41.6791188000002,None,None,42.678984729999954,None,42.678984729999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag3,3,3,6,0.2,0.05,0.5,,0,1,1,5,,,,,,,,,,,volleyball.jpg,icecube02.jpg,hockeystick.jpg,bacon.jpg,treadmill.jpg,birdhouse.jpg,trophy01.jpg,kangaroo.jpg,nosmokingsign.jpg,telescope.jpg,lighthouse.jpg,birdfeeder.jpg,shovel01.jpg,exitsign.jpg,helicopter.jpg,cork02.jpg,polarbear.jpg,42.67907000000014,45.42909640000016,45.16244790000019,None,0,0,8,45.662453899999946,None,45.662453899999946,None,.\resources\birdhouse.jpg,47.9121212,None,1,47.9121212,None,right,1.214546700000028,47.9121212,None,49.14538059999995,None,0,left,1.469290600000022,49.14538059999995,None,49.14538059999995,None,50.64525760000015,None,None,51.64509843000023,None,51.64509843000023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,2,2,0,,,,,,,,,,,totempole.jpg,boat.jpg,crab01.jpg,witchhat.jpg,banjo.jpg,boxingglove01.jpg,tiger02.jpg,discoball.jpg,crown.jpg,locker.jpg,whiteout.jpg,lion.jpg,pokerchips.jpg,rollerblade.jpg,toyanimal05.jpg,toucan.jpg,peacock.jpg,51.64523700000018,54.39523340000005,54.1452505000002,None,1,0,13,54.64523980000013,None,54.64523980000013,None,.\resources\whiteout.jpg,58.144915800000035,None,1,58.144915800000035,None,left,1.5178147000001445,58.144915800000035,None,59.6948725000002,None,1,right,2.199835399999756,59.6948725000002,None,59.6948725000002,None,61.92811799999981,None,None,62.92796173000015,None,62.92796173000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,3,3,8,,,,,,,,,,,well.jpg,hulahoop.jpg,beaver.jpg,jellybean.jpg,fridge.jpg,ladder.jpg,lion.jpg,armadillo.jpg,humanskeleton.jpg,jackrabbit.jpg,crown.jpg,mailbox02.jpg,raccoon.jpg,drumstick.jpg,skippingrope.jpg,dormer.jpg,cheetah.jpg,62.944738700000016,65.69461300000012,65.41129860000001,None,1,0,13,65.91127189999997,None,65.91127189999997,None,.\resources\crown.jpg,69.42772150000019,None,1,69.42772150000019,None,left,1.426975400000174,69.42772150000019,None,70.89430330000005,None,1,right,0.952477700000145,70.89430330000005,None,70.89430330000005,None,71.89467779999995,None,None,72.89453252999992,None,72.89453252999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag3,3,5,8,0.2,0.05,0.5,,0,4,4,10,,,,,,,,,,,treadmill.jpg,brownsugar.jpg,electrictoothbrush01c.jpg,hand01b.jpg,floorlamp.jpg,donut.jpg,bullet.jpg,bridge.jpg,masquerademask01.jpg,witchhat.jpg,bull.jpg,hammerheadshark.jpg,flamingo.jpg,showerhead01.jpg,boat.jpg,cashregister01.jpg,cross01.jpg,72.91127169999982,75.66068640000003,75.37738790000003,None,1,1,10,75.89400830000022,None,75.89400830000022,None,.\resources\bridge.jpg,78.64384430000018,None,1,78.64384430000018,None,left,1.60289610000018,78.64384430000018,None,80.29417680000006,None,1,left,1.0164348999996946,80.29417680000006,None,80.29417680000006,None,81.34411660000023,None,None,82.34356523000024,None,82.34356523000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag1,1,3,4,0.2,0.05,0.5,,0,5,5,3,,,,,,,,,,,sheep.jpg,crosscountryski.jpg,elbow.jpg,apron.jpg,jeep.jpg,badmintonracket.jpg,moon.jpg,icecube02.jpg,nunchuk.jpg,snowshoe.jpg,duck01.jpg,stubbywrench01a.jpg,punchingbag.jpg,honeybee.jpg,seagull.jpg,nose.jpg,holdfast.jpg,82.36070819999986,85.11012459999984,84.82678810000016,None,0,1,6,85.3434514999999,None,85.3434514999999,None,.\resources\apron.jpg,87.0933427,None,1,87.0933427,None,right,1.6734356000001753,87.0933427,None,88.80987989999994,None,1,left,1.3487559000000147,88.80987989999994,None,88.80987989999994,None,90.21020339999995,None,None,91.2096389299998,None,91.2096389299998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag7,7,4,11,0.2,0.05,0.5,,0,6,6,2,,,,,,,,,,,banjo.jpg,panda.jpg,barrel01.jpg,skunk.jpg,leafblower01.jpg,jackrabbit.jpg,apron.jpg,mrpotatohead.jpg,foosballtable.jpg,electricguitar01.jpg,moose.jpg,soccerball.jpg,nose.jpg,cannon.jpg,humanskeleton.jpg,worldmap.jpg,squid.jpg,91.2097331,93.9599674000001,93.69333370000004,None,1,0,13,94.19287519999989,None,94.19287519999989,None,.\resources\moose.jpg,97.70934859999988,None,1,97.70934859999988,None,left,1.497195599999941,97.70934859999988,None,99.22591860000011,None,1,right,0.7166557999998986,99.22591860000011,None,99.22591860000011,None,99.9592345000001,None,None,100.9590775300001,None,100.9590775300001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag2,2,5,7,0.2,0.05,0.5,,0,7,7,9,,,,,,,,,,,waterfall.jpg,greatwhiteshark.jpg,sledgehammer.jpg,spicerack.jpg,ducttape.jpg,dandelion.jpg,englishcucumber.jpg,eye.jpg,jackrabbit.jpg,tent.jpg,lawnmower.jpg,football.jpg,foot.jpg,alligator.jpg,worldmap.jpg,treadmill.jpg,bed.jpg,100.97582300000022,103.7260569,103.45939739999994,None,1,1,9,103.97603140000001,None,103.97603140000001,None,.\resources\englishcucumber.jpg,106.47549100000015,None,1,106.47549100000015,None,left,1.2432244000001447,106.47549100000015,None,107.7587308000002,None,1,left,0.9678988999999092,107.7587308000002,None,107.7587308000002,None,108.7586809999998,None,None,109.75855932999984,None,109.75855932999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
AB,lag4,4,3,7,0.2,0.05,0.5,,0,8,8,1,,,,,,,,,,,arrow02.jpg,panda.jpg,toucan.jpg,eyepatch.jpg,curtain.jpg,athleticsock.jpg,tie02.jpg,escalator.jpg,wallclock.jpg,bowlingball.jpg,flamingo.jpg,cat.jpg,tank.jpg,hulahoop.jpg,golfball.jpg,statue.jpg,rollerblade.jpg,109.77527770000006,112.52518099999998,112.24186420000024,None,0,0,9,112.75850320000018,None,112.75850320000018,None,.\resources\tie02.jpg,115.2583281000002,None,1,115.2583281000002,None,right,0.5483673999997336,115.2583281000002,None,115.8416358999998,None,1,right,0.7409516000002441,115.8416358999998,None,115.8416358999998,None,116.64159689999997,None,None,117.64143442999993,None,117.64143442999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2021_Apr_09_1054,AB_pic_singleT2,2021.1.2,59.99746810682909,
